Area,Timestamp,Confirmed
Blekinge,2022-05-04T11:30:00+02:00,29624
Dalarna,2022-05-04T11:30:00+02:00,69712
Gotland,2022-05-04T11:30:00+02:00,11429
Gävleborg,2022-05-04T11:30:00+02:00,73735
Halland,2022-05-04T11:30:00+02:00,104713
Jämtland,2022-05-04T11:30:00+02:00,32769
Jönköping,2022-05-04T11:30:00+02:00,86347
Kalmar,2022-05-04T11:30:00+02:00,60117
Kronoberg,2022-05-04T11:30:00+02:00,49440
Norrbotten,2022-05-04T11:30:00+02:00,48807
Skåne,2022-05-04T11:30:00+02:00,337831
Stockholm,2022-05-04T11:30:00+02:00,572466
Södermanland,2022-05-04T11:30:00+02:00,63735
Uppsala,2022-05-04T11:30:00+02:00,89521
Värmland,2022-05-04T11:30:00+02:00,65365
Västerbotten,2022-05-04T11:30:00+02:00,56537
Västernorrland,2022-05-04T11:30:00+02:00,53515
Västmanland,2022-05-04T11:30:00+02:00,75757
Västra Götaland,2022-05-04T11:30:00+02:00,433984
Örebro,2022-05-04T11:30:00+02:00,92737
Östergötland,2022-05-04T11:30:00+02:00,94949
