Area,Timestamp,Confirmed
Blekinge,2021-12-02T11:30:00+01:00,14158
Dalarna,2021-12-02T11:30:00+01:00,29518
Gotland,2021-12-02T11:30:00+01:00,4754
Gävleborg,2021-12-02T11:30:00+01:00,38964
Halland,2021-12-02T11:30:00+01:00,44945
Jämtland,2021-12-02T11:30:00+01:00,13515
Jönköping,2021-12-02T11:30:00+01:00,46645
Kalmar,2021-12-02T11:30:00+01:00,26950
Kronoberg,2021-12-02T11:30:00+01:00,24076
Norrbotten,2021-12-02T11:30:00+01:00,28826
Skåne,2021-12-02T11:30:00+01:00,172702
Stockholm,2021-12-02T11:30:00+01:00,290360
Södermanland,2021-12-02T11:30:00+01:00,28584
Uppsala,2021-12-02T11:30:00+01:00,44594
Värmland,2021-12-02T11:30:00+01:00,22652
Västerbotten,2021-12-02T11:30:00+01:00,27201
Västernorrland,2021-12-02T11:30:00+01:00,28563
Västmanland,2021-12-02T11:30:00+01:00,33429
Västra Götaland,2021-12-02T11:30:00+01:00,209584
Örebro,2021-12-02T11:30:00+01:00,36305
Östergötland,2021-12-02T11:30:00+01:00,45820
