Area,Timestamp,Confirmed
Blekinge,2022-05-11T11:30:00+02:00,29639
Dalarna,2022-05-11T11:30:00+02:00,69799
Gotland,2022-05-11T11:30:00+02:00,11437
Gävleborg,2022-05-11T11:30:00+02:00,73771
Halland,2022-05-11T11:30:00+02:00,104789
Jämtland,2022-05-11T11:30:00+02:00,32805
Jönköping,2022-05-11T11:30:00+02:00,86374
Kalmar,2022-05-11T11:30:00+02:00,60161
Kronoberg,2022-05-11T11:30:00+02:00,49459
Norrbotten,2022-05-11T11:30:00+02:00,48838
Skåne,2022-05-11T11:30:00+02:00,337986
Stockholm,2022-05-11T11:30:00+02:00,572957
Södermanland,2022-05-11T11:30:00+02:00,63824
Uppsala,2022-05-11T11:30:00+02:00,89632
Värmland,2022-05-11T11:30:00+02:00,65442
Västerbotten,2022-05-11T11:30:00+02:00,56591
Västernorrland,2022-05-11T11:30:00+02:00,53564
Västmanland,2022-05-11T11:30:00+02:00,75794
Västra Götaland,2022-05-11T11:30:00+02:00,434179
Örebro,2022-05-11T11:30:00+02:00,92840
Östergötland,2022-05-11T11:30:00+02:00,95013
