Area,Timestamp,Confirmed
Blekinge,2020-09-15T11:30:00+02:00,620
Dalarna,2020-09-15T11:30:00+02:00,2322
Gotland,2020-09-15T11:30:00+02:00,323
Gävleborg,2020-09-15T11:30:00+02:00,3279
Halland,2020-09-15T11:30:00+02:00,2331
Jämtland,2020-09-15T11:30:00+02:00,1220
Jönköping,2020-09-15T11:30:00+02:00,5165
Kalmar,2020-09-15T11:30:00+02:00,905
Kronoberg,2020-09-15T11:30:00+02:00,1521
Norrbotten,2020-09-15T11:30:00+02:00,1681
Skåne,2020-09-15T11:30:00+02:00,5282
Stockholm,2020-09-15T11:30:00+02:00,23566
Södermanland,2020-09-15T11:30:00+02:00,2452
Uppsala,2020-09-15T11:30:00+02:00,3896
Värmland,2020-09-15T11:30:00+02:00,1227
Västerbotten,2020-09-15T11:30:00+02:00,891
Västernorrland,2020-09-15T11:30:00+02:00,1879
Västmanland,2020-09-15T11:30:00+02:00,2842
Västra Götaland,2020-09-15T11:30:00+02:00,19401
Örebro,2020-09-15T11:30:00+02:00,2834
Östergötland,2020-09-15T11:30:00+02:00,3938
