Area,Timestamp,Confirmed
Blekinge,2020-07-21T11:30:00+02:00,479
Dalarna,2020-07-21T11:30:00+02:00,1916
Gotland,2020-07-21T11:30:00+02:00,206
Gävleborg,2020-07-21T11:30:00+02:00,3058
Halland,2020-07-21T11:30:00+02:00,1692
Jämtland,2020-07-21T11:30:00+02:00,1109
Jönköping,2020-07-21T11:30:00+02:00,4586
Kalmar,2020-07-21T11:30:00+02:00,753
Kronoberg,2020-07-21T11:30:00+02:00,1119
Norrbotten,2020-07-21T11:30:00+02:00,1544
Skåne,2020-07-21T11:30:00+02:00,3464
Stockholm,2020-07-21T11:30:00+02:00,22780
Södermanland,2020-07-21T11:30:00+02:00,2363
Uppsala,2020-07-21T11:30:00+02:00,3512
Värmland,2020-07-21T11:30:00+02:00,1010
Västerbotten,2020-07-21T11:30:00+02:00,883
Västernorrland,2020-07-21T11:30:00+02:00,1694
Västmanland,2020-07-21T11:30:00+02:00,2571
Västra Götaland,2020-07-21T11:30:00+02:00,17500
Örebro,2020-07-21T11:30:00+02:00,2458
Östergötland,2020-07-21T11:30:00+02:00,3469
