Area,Timestamp,Confirmed
Blekinge,2020-07-01T11:30:00+02:00,447
Dalarna,2020-07-01T11:30:00+02:00,1653
Gotland,2020-07-01T11:30:00+02:00,162
Gävleborg,2020-07-01T11:30:00+02:00,2467
Halland,2020-07-01T11:30:00+02:00,1536
Jämtland,2020-07-01T11:30:00+02:00,1038
Jönköping,2020-07-01T11:30:00+02:00,4035
Kalmar,2020-07-01T11:30:00+02:00,645
Kronoberg,2020-07-01T11:30:00+02:00,1066
Norrbotten,2020-07-01T11:30:00+02:00,1326
Skåne,2020-07-01T11:30:00+02:00,3072
Stockholm,2020-07-01T11:30:00+02:00,20547
Södermanland,2020-07-01T11:30:00+02:00,2123
Uppsala,2020-07-01T11:30:00+02:00,3299
Värmland,2020-07-01T11:30:00+02:00,954
Västerbotten,2020-07-01T11:30:00+02:00,708
Västernorrland,2020-07-01T11:30:00+02:00,1382
Västmanland,2020-07-01T11:30:00+02:00,2274
Västra Götaland,2020-07-01T11:30:00+02:00,15408
Örebro,2020-07-01T11:30:00+02:00,2333
Östergötland,2020-07-01T11:30:00+02:00,3217
