Area,Timestamp,Confirmed
Blekinge,2021-09-09T11:30:00+02:00,13283
Dalarna,2021-09-09T11:30:00+02:00,28012
Gotland,2021-09-09T11:30:00+02:00,4528
Gävleborg,2021-09-09T11:30:00+02:00,36740
Halland,2021-09-09T11:30:00+02:00,42535
Jämtland,2021-09-09T11:30:00+02:00,12979
Jönköping,2021-09-09T11:30:00+02:00,44863
Kalmar,2021-09-09T11:30:00+02:00,25083
Kronoberg,2021-09-09T11:30:00+02:00,23217
Norrbotten,2021-09-09T11:30:00+02:00,27128
Skåne,2021-09-09T11:30:00+02:00,162798
Stockholm,2021-09-09T11:30:00+02:00,270231
Södermanland,2021-09-09T11:30:00+02:00,26768
Uppsala,2021-09-09T11:30:00+02:00,41718
Värmland,2021-09-09T11:30:00+02:00,21270
Västerbotten,2021-09-09T11:30:00+02:00,24766
Västernorrland,2021-09-09T11:30:00+02:00,27365
Västmanland,2021-09-09T11:30:00+02:00,28981
Västra Götaland,2021-09-09T11:30:00+02:00,198457
Örebro,2021-09-09T11:30:00+02:00,33344
Östergötland,2021-09-09T11:30:00+02:00,43951
