Area,Timestamp,Confirmed
Blekinge,2020-06-04T11:30:00+02:00,254
Dalarna,2020-06-04T11:30:00+02:00,1264
Gotland,2020-06-04T11:30:00+02:00,87
Gävleborg,2020-06-04T11:30:00+02:00,1400
Halland,2020-06-04T11:30:00+02:00,843
Jämtland,2020-06-04T11:30:00+02:00,757
Jönköping,2020-06-04T11:30:00+02:00,1647
Kalmar,2020-06-04T11:30:00+02:00,376
Kronoberg,2020-06-04T11:30:00+02:00,886
Norrbotten,2020-06-04T11:30:00+02:00,461
Skåne,2020-06-04T11:30:00+02:00,1892
Stockholm,2020-06-04T11:30:00+02:00,14108
Södermanland,2020-06-04T11:30:00+02:00,1643
Uppsala,2020-06-04T11:30:00+02:00,2077
Värmland,2020-06-04T11:30:00+02:00,582
Västerbotten,2020-06-04T11:30:00+02:00,513
Västernorrland,2020-06-04T11:30:00+02:00,806
Västmanland,2020-06-04T11:30:00+02:00,1401
Västra Götaland,2020-06-04T11:30:00+02:00,6833
Örebro,2020-06-04T11:30:00+02:00,1894
Östergötland,2020-06-04T11:30:00+02:00,2159
