Area,Timestamp,Confirmed
Blekinge,2020-11-11T11:30:00+01:00,1305
Dalarna,2020-11-11T11:30:00+01:00,4395
Gotland,2020-11-11T11:30:00+01:00,751
Gävleborg,2020-11-11T11:30:00+01:00,4697
Halland,2020-11-11T11:30:00+01:00,4594
Jämtland,2020-11-11T11:30:00+01:00,1928
Jönköping,2020-11-11T11:30:00+01:00,8706
Kalmar,2020-11-11T11:30:00+01:00,1820
Kronoberg,2020-11-11T11:30:00+01:00,3507
Norrbotten,2020-11-11T11:30:00+01:00,3137
Skåne,2020-11-11T11:30:00+01:00,15956
Stockholm,2020-11-11T11:30:00+01:00,49232
Södermanland,2020-11-11T11:30:00+01:00,4107
Uppsala,2020-11-11T11:30:00+01:00,7863
Värmland,2020-11-11T11:30:00+01:00,2258
Västerbotten,2020-11-11T11:30:00+01:00,2426
Västernorrland,2020-11-11T11:30:00+01:00,2801
Västmanland,2020-11-11T11:30:00+01:00,5277
Västra Götaland,2020-11-11T11:30:00+01:00,31980
Örebro,2020-11-11T11:30:00+01:00,6915
Östergötland,2020-11-11T11:30:00+01:00,7710
