Area,Timestamp,Confirmed
Blekinge,2020-06-05T11:30:00+02:00,274
Dalarna,2020-06-05T11:30:00+02:00,1297
Gotland,2020-06-05T11:30:00+02:00,89
Gävleborg,2020-06-05T11:30:00+02:00,1468
Halland,2020-06-05T11:30:00+02:00,888
Jämtland,2020-06-05T11:30:00+02:00,781
Jönköping,2020-06-05T11:30:00+02:00,1710
Kalmar,2020-06-05T11:30:00+02:00,404
Kronoberg,2020-06-05T11:30:00+02:00,916
Norrbotten,2020-06-05T11:30:00+02:00,496
Skåne,2020-06-05T11:30:00+02:00,1960
Stockholm,2020-06-05T11:30:00+02:00,14546
Södermanland,2020-06-05T11:30:00+02:00,1657
Uppsala,2020-06-05T11:30:00+02:00,2169
Värmland,2020-06-05T11:30:00+02:00,607
Västerbotten,2020-06-05T11:30:00+02:00,523
Västernorrland,2020-06-05T11:30:00+02:00,855
Västmanland,2020-06-05T11:30:00+02:00,1436
Västra Götaland,2020-06-05T11:30:00+02:00,7672
Örebro,2020-06-05T11:30:00+02:00,1942
Östergötland,2020-06-05T11:30:00+02:00,2208
