Area,Timestamp,Confirmed
Blekinge,2022-10-12T11:30:00+02:00,30747
Dalarna,2022-10-12T11:30:00+02:00,74784
Gotland,2022-10-12T11:30:00+02:00,11859
Gävleborg,2022-10-12T11:30:00+02:00,74729
Halland,2022-10-12T11:30:00+02:00,108485
Jämtland,2022-10-12T11:30:00+02:00,34232
Jönköping,2022-10-12T11:30:00+02:00,89407
Kalmar,2022-10-12T11:30:00+02:00,62524
Kronoberg,2022-10-12T11:30:00+02:00,51274
Norrbotten,2022-10-12T11:30:00+02:00,50568
Skåne,2022-10-12T11:30:00+02:00,346063
Stockholm,2022-10-12T11:30:00+02:00,605590
Södermanland,2022-10-12T11:30:00+02:00,67654
Uppsala,2022-10-12T11:30:00+02:00,93471
Värmland,2022-10-12T11:30:00+02:00,69009
Västerbotten,2022-10-12T11:30:00+02:00,59868
Västernorrland,2022-10-12T11:30:00+02:00,56000
Västmanland,2022-10-12T11:30:00+02:00,78244
Västra Götaland,2022-10-12T11:30:00+02:00,443518
Örebro,2022-10-12T11:30:00+02:00,98326
Östergötland,2022-10-12T11:30:00+02:00,98514
