Area,Timestamp,Confirmed
Blekinge,2022-01-12T11:30:00+01:00,17148
Dalarna,2022-01-12T11:30:00+01:00,39100
Gotland,2022-01-12T11:30:00+01:00,6067
Gävleborg,2022-01-12T11:30:00+01:00,45661
Halland,2022-01-12T11:30:00+01:00,59333
Jämtland,2022-01-12T11:30:00+01:00,19798
Jönköping,2022-01-12T11:30:00+01:00,55580
Kalmar,2022-01-12T11:30:00+01:00,32607
Kronoberg,2022-01-12T11:30:00+01:00,28523
Norrbotten,2022-01-12T11:30:00+01:00,33072
Skåne,2022-01-12T11:30:00+01:00,223251
Stockholm,2022-01-12T11:30:00+01:00,381610
Södermanland,2022-01-12T11:30:00+01:00,36442
Uppsala,2022-01-12T11:30:00+01:00,55622
Värmland,2022-01-12T11:30:00+01:00,30871
Västerbotten,2022-01-12T11:30:00+01:00,32651
Västernorrland,2022-01-12T11:30:00+01:00,33728
Västmanland,2022-01-12T11:30:00+01:00,42538
Västra Götaland,2022-01-12T11:30:00+01:00,262555
Örebro,2022-01-12T11:30:00+01:00,45363
Östergötland,2022-01-12T11:30:00+01:00,53277
