Area,Timestamp,Confirmed
Blekinge,2020-07-02T11:30:00+02:00,449
Dalarna,2020-07-02T11:30:00+02:00,1681
Gotland,2020-07-02T11:30:00+02:00,162
Gävleborg,2020-07-02T11:30:00+02:00,2531
Halland,2020-07-02T11:30:00+02:00,1538
Jämtland,2020-07-02T11:30:00+02:00,1039
Jönköping,2020-07-02T11:30:00+02:00,4102
Kalmar,2020-07-02T11:30:00+02:00,674
Kronoberg,2020-07-02T11:30:00+02:00,1068
Norrbotten,2020-07-02T11:30:00+02:00,1344
Skåne,2020-07-02T11:30:00+02:00,3095
Stockholm,2020-07-02T11:30:00+02:00,20759
Södermanland,2020-07-02T11:30:00+02:00,2214
Uppsala,2020-07-02T11:30:00+02:00,3330
Värmland,2020-07-02T11:30:00+02:00,961
Västerbotten,2020-07-02T11:30:00+02:00,722
Västernorrland,2020-07-02T11:30:00+02:00,1403
Västmanland,2020-07-02T11:30:00+02:00,2298
Västra Götaland,2020-07-02T11:30:00+02:00,15628
Örebro,2020-07-02T11:30:00+02:00,2363
Östergötland,2020-07-02T11:30:00+02:00,3278
