Area,Timestamp,Confirmed
Blekinge,2020-05-21T11:30:00+02:00,132
Dalarna,2020-05-21T11:30:00+02:00,1112
Gotland,2020-05-21T11:30:00+02:00,68
Gävleborg,2020-05-21T11:30:00+02:00,1077
Halland,2020-05-21T11:30:00+02:00,638
Jämtland,2020-05-21T11:30:00+02:00,602
Jönköping,2020-05-21T11:30:00+02:00,1276
Kalmar,2020-05-21T11:30:00+02:00,268
Kronoberg,2020-05-21T11:30:00+02:00,703
Norrbotten,2020-05-21T11:30:00+02:00,356
Skåne,2020-05-21T11:30:00+02:00,1411
Stockholm,2020-05-21T11:30:00+02:00,10999
Södermanland,2020-05-21T11:30:00+02:00,1548
Uppsala,2020-05-21T11:30:00+02:00,1631
Värmland,2020-05-21T11:30:00+02:00,383
Västerbotten,2020-05-21T11:30:00+02:00,449
Västernorrland,2020-05-21T11:30:00+02:00,537
Västmanland,2020-05-21T11:30:00+02:00,1108
Västra Götaland,2020-05-21T11:30:00+02:00,4862
Örebro,2020-05-21T11:30:00+02:00,1629
Östergötland,2020-05-21T11:30:00+02:00,1870
