Area,Timestamp,Confirmed
Blekinge,2022-03-09T11:30:00+01:00,29162
Dalarna,2022-03-09T11:30:00+01:00,67947
Gotland,2022-03-09T11:30:00+01:00,11275
Gävleborg,2022-03-09T11:30:00+01:00,72662
Halland,2022-03-09T11:30:00+01:00,103163
Jämtland,2022-03-09T11:30:00+01:00,32236
Jönköping,2022-03-09T11:30:00+01:00,85274
Kalmar,2022-03-09T11:30:00+01:00,58985
Kronoberg,2022-03-09T11:30:00+01:00,48420
Norrbotten,2022-03-09T11:30:00+01:00,47738
Skåne,2022-03-09T11:30:00+01:00,334491
Stockholm,2022-03-09T11:30:00+01:00,564635
Södermanland,2022-03-09T11:30:00+01:00,62163
Uppsala,2022-03-09T11:30:00+01:00,87902
Värmland,2022-03-09T11:30:00+01:00,63505
Västerbotten,2022-03-09T11:30:00+01:00,55093
Västernorrland,2022-03-09T11:30:00+01:00,52210
Västmanland,2022-03-09T11:30:00+01:00,74487
Västra Götaland,2022-03-09T11:30:00+01:00,429811
Örebro,2022-03-09T11:30:00+01:00,90561
Östergötland,2022-03-09T11:30:00+01:00,93379
