Area,Timestamp,Confirmed
Blekinge,2020-11-18T11:30:00+01:00,1534
Dalarna,2020-11-18T11:30:00+01:00,5056
Gotland,2020-11-18T11:30:00+01:00,965
Gävleborg,2020-11-18T11:30:00+01:00,5403
Halland,2020-11-18T11:30:00+01:00,5347
Jämtland,2020-11-18T11:30:00+01:00,2207
Jönköping,2020-11-18T11:30:00+01:00,10021
Kalmar,2020-11-18T11:30:00+01:00,2237
Kronoberg,2020-11-18T11:30:00+01:00,4262
Norrbotten,2020-11-18T11:30:00+01:00,3709
Skåne,2020-11-18T11:30:00+01:00,19855
Stockholm,2020-11-18T11:30:00+01:00,58154
Södermanland,2020-11-18T11:30:00+01:00,4969
Uppsala,2020-11-18T11:30:00+01:00,9117
Värmland,2020-11-18T11:30:00+01:00,2695
Västerbotten,2020-11-18T11:30:00+01:00,3101
Västernorrland,2020-11-18T11:30:00+01:00,3453
Västmanland,2020-11-18T11:30:00+01:00,6467
Västra Götaland,2020-11-18T11:30:00+01:00,35945
Örebro,2020-11-18T11:30:00+01:00,8257
Östergötland,2020-11-18T11:30:00+01:00,8301
