Area,Timestamp,Confirmed
Blekinge,2021-09-23T11:30:00+02:00,13372
Dalarna,2021-09-23T11:30:00+02:00,28367
Gotland,2021-09-23T11:30:00+02:00,4561
Gävleborg,2021-09-23T11:30:00+02:00,36912
Halland,2021-09-23T11:30:00+02:00,42924
Jämtland,2021-09-23T11:30:00+02:00,13076
Jönköping,2021-09-23T11:30:00+02:00,45235
Kalmar,2021-09-23T11:30:00+02:00,25238
Kronoberg,2021-09-23T11:30:00+02:00,23372
Norrbotten,2021-09-23T11:30:00+02:00,27321
Skåne,2021-09-23T11:30:00+02:00,164165
Stockholm,2021-09-23T11:30:00+02:00,273337
Södermanland,2021-09-23T11:30:00+02:00,26944
Uppsala,2021-09-23T11:30:00+02:00,42089
Värmland,2021-09-23T11:30:00+02:00,21395
Västerbotten,2021-09-23T11:30:00+02:00,25303
Västernorrland,2021-09-23T11:30:00+02:00,27473
Västmanland,2021-09-23T11:30:00+02:00,29360
Västra Götaland,2021-09-23T11:30:00+02:00,200922
Örebro,2021-09-23T11:30:00+02:00,33718
Östergötland,2021-09-23T11:30:00+02:00,44323
