Area,Timestamp,Confirmed
Blekinge,2021-07-06T11:30:00+02:00,12872
Dalarna,2021-07-06T11:30:00+02:00,27110
Gotland,2021-07-06T11:30:00+02:00,4010
Gävleborg,2021-07-06T11:30:00+02:00,35917
Halland,2021-07-06T11:30:00+02:00,40969
Jämtland,2021-07-06T11:30:00+02:00,12538
Jönköping,2021-07-06T11:30:00+02:00,43609
Kalmar,2021-07-06T11:30:00+02:00,24321
Kronoberg,2021-07-06T11:30:00+02:00,22428
Norrbotten,2021-07-06T11:30:00+02:00,26645
Skåne,2021-07-06T11:30:00+02:00,156513
Stockholm,2021-07-06T11:30:00+02:00,255305
Södermanland,2021-07-06T11:30:00+02:00,25891
Uppsala,2021-07-06T11:30:00+02:00,40524
Värmland,2021-07-06T11:30:00+02:00,20278
Västerbotten,2021-07-06T11:30:00+02:00,23465
Västernorrland,2021-07-06T11:30:00+02:00,26893
Västmanland,2021-07-06T11:30:00+02:00,27651
Västra Götaland,2021-07-06T11:30:00+02:00,190499
Örebro,2021-07-06T11:30:00+02:00,32208
Östergötland,2021-07-06T11:30:00+02:00,42437
