Area,Timestamp,Confirmed
Blekinge,2020-05-28T11:30:00+02:00,192
Dalarna,2020-05-28T11:30:00+02:00,1190
Gotland,2020-05-28T11:30:00+02:00,72
Gävleborg,2020-05-28T11:30:00+02:00,1227
Halland,2020-05-28T11:30:00+02:00,744
Jämtland,2020-05-28T11:30:00+02:00,687
Jönköping,2020-05-28T11:30:00+02:00,1473
Kalmar,2020-05-28T11:30:00+02:00,344
Kronoberg,2020-05-28T11:30:00+02:00,817
Norrbotten,2020-05-28T11:30:00+02:00,393
Skåne,2020-05-28T11:30:00+02:00,1656
Stockholm,2020-05-28T11:30:00+02:00,13173
Södermanland,2020-05-28T11:30:00+02:00,1619
Uppsala,2020-05-28T11:30:00+02:00,1842
Värmland,2020-05-28T11:30:00+02:00,485
Västerbotten,2020-05-28T11:30:00+02:00,484
Västernorrland,2020-05-28T11:30:00+02:00,692
Västmanland,2020-05-28T11:30:00+02:00,1244
Västra Götaland,2020-05-28T11:30:00+02:00,5554
Örebro,2020-05-28T11:30:00+02:00,1777
Östergötland,2020-05-28T11:30:00+02:00,1974
