Area,Timestamp,Confirmed
Blekinge,2021-10-18T11:30:00+02:00,13460
Dalarna,2021-10-18T11:30:00+02:00,28664
Gotland,2021-10-18T11:30:00+02:00,4573
Gävleborg,2021-10-18T11:30:00+02:00,37342
Halland,2021-10-18T11:30:00+02:00,43230
Jämtland,2021-10-18T11:30:00+02:00,13177
Jönköping,2021-10-18T11:30:00+02:00,45618
Kalmar,2021-10-18T11:30:00+02:00,25481
Kronoberg,2021-10-18T11:30:00+02:00,23606
Norrbotten,2021-10-18T11:30:00+02:00,27847
Skåne,2021-10-18T11:30:00+02:00,165499
Stockholm,2021-10-18T11:30:00+02:00,277719
Södermanland,2021-10-18T11:30:00+02:00,27431
Uppsala,2021-10-18T11:30:00+02:00,42630
Värmland,2021-10-18T11:30:00+02:00,21511
Västerbotten,2021-10-18T11:30:00+02:00,26004
Västernorrland,2021-10-18T11:30:00+02:00,27656
Västmanland,2021-10-18T11:30:00+02:00,30106
Västra Götaland,2021-10-18T11:30:00+02:00,203038
Örebro,2021-10-18T11:30:00+02:00,34279
Östergötland,2021-10-18T11:30:00+02:00,44724
