Area,Timestamp,Confirmed
Blekinge,2020-05-09T11:30:00+02:00,85
Dalarna,2020-05-09T11:30:00+02:00,963
Gotland,2020-05-09T11:30:00+02:00,63
Gävleborg,2020-05-09T11:30:00+02:00,802
Halland,2020-05-09T11:30:00+02:00,472
Jämtland,2020-05-09T11:30:00+02:00,437
Jönköping,2020-05-09T11:30:00+02:00,996
Kalmar,2020-05-09T11:30:00+02:00,221
Kronoberg,2020-05-09T11:30:00+02:00,495
Norrbotten,2020-05-09T11:30:00+02:00,297
Skåne,2020-05-09T11:30:00+02:00,1041
Stockholm,2020-05-09T11:30:00+02:00,9524
Södermanland,2020-05-09T11:30:00+02:00,1407
Uppsala,2020-05-09T11:30:00+02:00,1303
Värmland,2020-05-09T11:30:00+02:00,268
Västerbotten,2020-05-09T11:30:00+02:00,363
Västernorrland,2020-05-09T11:30:00+02:00,341
Västmanland,2020-05-09T11:30:00+02:00,887
Västra Götaland,2020-05-09T11:30:00+02:00,3473
Örebro,2020-05-09T11:30:00+02:00,1312
Östergötland,2020-05-09T11:30:00+02:00,1609
