Area,Timestamp,Confirmed
Blekinge,2020-10-15T11:30:00+02:00,858
Dalarna,2020-10-15T11:30:00+02:00,2820
Gotland,2020-10-15T11:30:00+02:00,368
Gävleborg,2020-10-15T11:30:00+02:00,3564
Halland,2020-10-15T11:30:00+02:00,2914
Jämtland,2020-10-15T11:30:00+02:00,1512
Jönköping,2020-10-15T11:30:00+02:00,5811
Kalmar,2020-10-15T11:30:00+02:00,975
Kronoberg,2020-10-15T11:30:00+02:00,1894
Norrbotten,2020-10-15T11:30:00+02:00,1937
Skåne,2020-10-15T11:30:00+02:00,6920
Stockholm,2020-10-15T11:30:00+02:00,28592
Södermanland,2020-10-15T11:30:00+02:00,2664
Uppsala,2020-10-15T11:30:00+02:00,4880
Värmland,2020-10-15T11:30:00+02:00,1398
Västerbotten,2020-10-15T11:30:00+02:00,1162
Västernorrland,2020-10-15T11:30:00+02:00,2008
Västmanland,2020-10-15T11:30:00+02:00,3382
Västra Götaland,2020-10-15T11:30:00+02:00,21475
Örebro,2020-10-15T11:30:00+02:00,3549
Östergötland,2020-10-15T11:30:00+02:00,4517
