Area,Timestamp,Confirmed
Blekinge,2020-03-12T11:30:00+01:00,9
Dalarna,2020-03-12T11:30:00+01:00,4
Gotland,2020-03-12T11:30:00+01:00,2
Gävleborg,2020-03-12T11:30:00+01:00,5
Halland,2020-03-12T11:30:00+01:00,31
Jämtland,2020-03-12T11:30:00+01:00,8
Jönköping,2020-03-12T11:30:00+01:00,33
Kalmar,2020-03-12T11:30:00+01:00,5
Kronoberg,2020-03-12T11:30:00+01:00,10
Norrbotten,2020-03-12T11:30:00+01:00,5
Skåne,2020-03-12T11:30:00+01:00,128
Stockholm,2020-03-12T11:30:00+01:00,308
Södermanland,2020-03-12T11:30:00+01:00,10
Uppsala,2020-03-12T11:30:00+01:00,26
Värmland,2020-03-12T11:30:00+01:00,27
Västerbotten,2020-03-12T11:30:00+01:00,9
Västernorrland,2020-03-12T11:30:00+01:00,9
Västmanland,2020-03-12T11:30:00+01:00,0
Västra Götaland,2020-03-12T11:30:00+01:00,134
Örebro,2020-03-12T11:30:00+01:00,7
Östergötland,2020-03-12T11:30:00+01:00,1
