Area,Timestamp,Confirmed
Blekinge,2021-03-24T11:30:00+01:00,8697
Dalarna,2021-03-24T11:30:00+01:00,17736
Gotland,2021-03-24T11:30:00+01:00,2939
Gävleborg,2021-03-24T11:30:00+01:00,26794
Halland,2021-03-24T11:30:00+01:00,30142
Jämtland,2021-03-24T11:30:00+01:00,8258
Jönköping,2021-03-24T11:30:00+01:00,31945
Kalmar,2021-03-24T11:30:00+01:00,14081
Kronoberg,2021-03-24T11:30:00+01:00,15034
Norrbotten,2021-03-24T11:30:00+01:00,15816
Skåne,2021-03-24T11:30:00+01:00,121155
Stockholm,2021-03-24T11:30:00+01:00,184509
Södermanland,2021-03-24T11:30:00+01:00,16431
Uppsala,2021-03-24T11:30:00+01:00,27957
Värmland,2021-03-24T11:30:00+01:00,11622
Västerbotten,2021-03-24T11:30:00+01:00,17712
Västernorrland,2021-03-24T11:30:00+01:00,16906
Västmanland,2021-03-24T11:30:00+01:00,20260
Västra Götaland,2021-03-24T11:30:00+01:00,137904
Örebro,2021-03-24T11:30:00+01:00,20977
Östergötland,2021-03-24T11:30:00+01:00,26815
