Area,Timestamp,Confirmed
Blekinge,2020-10-13T11:30:00+02:00,848
Dalarna,2020-10-13T11:30:00+02:00,2751
Gotland,2020-10-13T11:30:00+02:00,366
Gävleborg,2020-10-13T11:30:00+02:00,3546
Halland,2020-10-13T11:30:00+02:00,2865
Jämtland,2020-10-13T11:30:00+02:00,1499
Jönköping,2020-10-13T11:30:00+02:00,5702
Kalmar,2020-10-13T11:30:00+02:00,963
Kronoberg,2020-10-13T11:30:00+02:00,1858
Norrbotten,2020-10-13T11:30:00+02:00,1901
Skåne,2020-10-13T11:30:00+02:00,6675
Stockholm,2020-10-13T11:30:00+02:00,27942
Södermanland,2020-10-13T11:30:00+02:00,2623
Uppsala,2020-10-13T11:30:00+02:00,4796
Värmland,2020-10-13T11:30:00+02:00,1365
Västerbotten,2020-10-13T11:30:00+02:00,1141
Västernorrland,2020-10-13T11:30:00+02:00,1995
Västmanland,2020-10-13T11:30:00+02:00,3360
Västra Götaland,2020-10-13T11:30:00+02:00,21225
Örebro,2020-10-13T11:30:00+02:00,3460
Östergötland,2020-10-13T11:30:00+02:00,4451
