Area,Timestamp,Confirmed
Blekinge,2020-03-11T11:30:00+01:00,7
Dalarna,2020-03-11T11:30:00+01:00,1
Gotland,2020-03-11T11:30:00+01:00,2
Gävleborg,2020-03-11T11:30:00+01:00,3
Halland,2020-03-11T11:30:00+01:00,22
Jämtland,2020-03-11T11:30:00+01:00,3
Jönköping,2020-03-11T11:30:00+01:00,26
Kalmar,2020-03-11T11:30:00+01:00,3
Kronoberg,2020-03-11T11:30:00+01:00,8
Norrbotten,2020-03-11T11:30:00+01:00,5
Skåne,2020-03-11T11:30:00+01:00,96
Stockholm,2020-03-11T11:30:00+01:00,266
Södermanland,2020-03-11T11:30:00+01:00,7
Uppsala,2020-03-11T11:30:00+01:00,15
Värmland,2020-03-11T11:30:00+01:00,23
Västerbotten,2020-03-11T11:30:00+01:00,8
Västernorrland,2020-03-11T11:30:00+01:00,6
Västmanland,2020-03-11T11:30:00+01:00,0
Västra Götaland,2020-03-11T11:30:00+01:00,115
Örebro,2020-03-11T11:30:00+01:00,4
Östergötland,2020-03-11T11:30:00+01:00,0
