Area,Timestamp,Confirmed
Blekinge,2021-06-29T11:30:00+02:00,12851
Dalarna,2021-06-29T11:30:00+02:00,27028
Gotland,2021-06-29T11:30:00+02:00,4004
Gävleborg,2021-06-29T11:30:00+02:00,35865
Halland,2021-06-29T11:30:00+02:00,40880
Jämtland,2021-06-29T11:30:00+02:00,12515
Jönköping,2021-06-29T11:30:00+02:00,43543
Kalmar,2021-06-29T11:30:00+02:00,24288
Kronoberg,2021-06-29T11:30:00+02:00,22391
Norrbotten,2021-06-29T11:30:00+02:00,26417
Skåne,2021-06-29T11:30:00+02:00,156314
Stockholm,2021-06-29T11:30:00+02:00,254876
Södermanland,2021-06-29T11:30:00+02:00,25855
Uppsala,2021-06-29T11:30:00+02:00,40456
Värmland,2021-06-29T11:30:00+02:00,20124
Västerbotten,2021-06-29T11:30:00+02:00,23413
Västernorrland,2021-06-29T11:30:00+02:00,26849
Västmanland,2021-06-29T11:30:00+02:00,27618
Västra Götaland,2021-06-29T11:30:00+02:00,190181
Örebro,2021-06-29T11:30:00+02:00,32149
Östergötland,2021-06-29T11:30:00+02:00,42373
