Area,Timestamp,Confirmed
Blekinge,2022-01-03T11:30:00+01:00,15870
Dalarna,2022-01-03T11:30:00+01:00,33523
Gotland,2022-01-03T11:30:00+01:00,5302
Gävleborg,2022-01-03T11:30:00+01:00,42158
Halland,2022-01-03T11:30:00+01:00,51156
Jämtland,2022-01-03T11:30:00+01:00,15671
Jönköping,2022-01-03T11:30:00+01:00,50228
Kalmar,2022-01-03T11:30:00+01:00,29686
Kronoberg,2022-01-03T11:30:00+01:00,25845
Norrbotten,2022-01-03T11:30:00+01:00,30572
Skåne,2022-01-03T11:30:00+01:00,198772
Stockholm,2022-01-03T11:30:00+01:00,334196
Södermanland,2022-01-03T11:30:00+01:00,31306
Uppsala,2022-01-03T11:30:00+01:00,49295
Värmland,2022-01-03T11:30:00+01:00,26581
Västerbotten,2022-01-03T11:30:00+01:00,28943
Västernorrland,2022-01-03T11:30:00+01:00,30938
Västmanland,2022-01-03T11:30:00+01:00,38084
Västra Götaland,2022-01-03T11:30:00+01:00,229911
Örebro,2022-01-03T11:30:00+01:00,40804
Östergötland,2022-01-03T11:30:00+01:00,48912
