Area,Timestamp,Confirmed
Blekinge,2021-12-08T11:30:00+01:00,14344
Dalarna,2021-12-08T11:30:00+01:00,29750
Gotland,2021-12-08T11:30:00+01:00,4792
Gävleborg,2021-12-08T11:30:00+01:00,39471
Halland,2021-12-08T11:30:00+01:00,45403
Jämtland,2021-12-08T11:30:00+01:00,13631
Jönköping,2021-12-08T11:30:00+01:00,47010
Kalmar,2021-12-08T11:30:00+01:00,27322
Kronoberg,2021-12-08T11:30:00+01:00,24244
Norrbotten,2021-12-08T11:30:00+01:00,28985
Skåne,2021-12-08T11:30:00+01:00,175139
Stockholm,2021-12-08T11:30:00+01:00,294205
Södermanland,2021-12-08T11:30:00+01:00,28906
Uppsala,2021-12-08T11:30:00+01:00,45222
Värmland,2021-12-08T11:30:00+01:00,22978
Västerbotten,2021-12-08T11:30:00+01:00,27434
Västernorrland,2021-12-08T11:30:00+01:00,28927
Västmanland,2021-12-08T11:30:00+01:00,34142
Västra Götaland,2021-12-08T11:30:00+01:00,211143
Örebro,2021-12-08T11:30:00+01:00,36860
Östergötland,2021-12-08T11:30:00+01:00,46147
