Area,Timestamp,Confirmed
Blekinge,2020-04-22T11:30:00+02:00,47
Dalarna,2020-04-22T11:30:00+02:00,536
Gotland,2020-04-22T11:30:00+02:00,19
Gävleborg,2020-04-22T11:30:00+02:00,443
Halland,2020-04-22T11:30:00+02:00,259
Jämtland,2020-04-22T11:30:00+02:00,234
Jönköping,2020-04-22T11:30:00+02:00,559
Kalmar,2020-04-22T11:30:00+02:00,115
Kronoberg,2020-04-22T11:30:00+02:00,198
Norrbotten,2020-04-22T11:30:00+02:00,205
Skåne,2020-04-22T11:30:00+02:00,575
Stockholm,2020-04-22T11:30:00+02:00,6401
Södermanland,2020-04-22T11:30:00+02:00,944
Uppsala,2020-04-22T11:30:00+02:00,734
Värmland,2020-04-22T11:30:00+02:00,117
Västerbotten,2020-04-22T11:30:00+02:00,249
Västernorrland,2020-04-22T11:30:00+02:00,153
Västmanland,2020-04-22T11:30:00+02:00,581
Västra Götaland,2020-04-22T11:30:00+02:00,1667
Örebro,2020-04-22T11:30:00+02:00,720
Östergötland,2020-04-22T11:30:00+02:00,1248
