Area,Timestamp,Confirmed
Blekinge,2021-12-13T11:30:00+01:00,14525
Dalarna,2021-12-13T11:30:00+01:00,30240
Gotland,2021-12-13T11:30:00+01:00,4815
Gävleborg,2021-12-13T11:30:00+01:00,39786
Halland,2021-12-13T11:30:00+01:00,45830
Jämtland,2021-12-13T11:30:00+01:00,13768
Jönköping,2021-12-13T11:30:00+01:00,47362
Kalmar,2021-12-13T11:30:00+01:00,27591
Kronoberg,2021-12-13T11:30:00+01:00,24340
Norrbotten,2021-12-13T11:30:00+01:00,29105
Skåne,2021-12-13T11:30:00+01:00,177164
Stockholm,2021-12-13T11:30:00+01:00,297778
Södermanland,2021-12-13T11:30:00+01:00,29174
Uppsala,2021-12-13T11:30:00+01:00,45844
Värmland,2021-12-13T11:30:00+01:00,23305
Västerbotten,2021-12-13T11:30:00+01:00,27567
Västernorrland,2021-12-13T11:30:00+01:00,29303
Västmanland,2021-12-13T11:30:00+01:00,34700
Västra Götaland,2021-12-13T11:30:00+01:00,212723
Örebro,2021-12-13T11:30:00+01:00,37324
Östergötland,2021-12-13T11:30:00+01:00,46445
