Area,Timestamp,Confirmed
Blekinge,2020-09-17T11:30:00+02:00,624
Dalarna,2020-09-17T11:30:00+02:00,2365
Gotland,2020-09-17T11:30:00+02:00,324
Gävleborg,2020-09-17T11:30:00+02:00,3285
Halland,2020-09-17T11:30:00+02:00,2356
Jämtland,2020-09-17T11:30:00+02:00,1222
Jönköping,2020-09-17T11:30:00+02:00,5224
Kalmar,2020-09-17T11:30:00+02:00,911
Kronoberg,2020-09-17T11:30:00+02:00,1548
Norrbotten,2020-09-17T11:30:00+02:00,1685
Skåne,2020-09-17T11:30:00+02:00,5366
Stockholm,2020-09-17T11:30:00+02:00,23739
Södermanland,2020-09-17T11:30:00+02:00,2460
Uppsala,2020-09-17T11:30:00+02:00,3919
Värmland,2020-09-17T11:30:00+02:00,1241
Västerbotten,2020-09-17T11:30:00+02:00,905
Västernorrland,2020-09-17T11:30:00+02:00,1881
Västmanland,2020-09-17T11:30:00+02:00,2854
Västra Götaland,2020-09-17T11:30:00+02:00,19514
Örebro,2020-09-17T11:30:00+02:00,2860
Östergötland,2020-09-17T11:30:00+02:00,3954
