Area,Timestamp,Confirmed
Blekinge,2020-09-02T11:30:00+02:00,610
Dalarna,2020-09-02T11:30:00+02:00,2179
Gotland,2020-09-02T11:30:00+02:00,318
Gävleborg,2020-09-02T11:30:00+02:00,3210
Halland,2020-09-02T11:30:00+02:00,2191
Jämtland,2020-09-02T11:30:00+02:00,1190
Jönköping,2020-09-02T11:30:00+02:00,4969
Kalmar,2020-09-02T11:30:00+02:00,888
Kronoberg,2020-09-02T11:30:00+02:00,1415
Norrbotten,2020-09-02T11:30:00+02:00,1667
Skåne,2020-09-02T11:30:00+02:00,4847
Stockholm,2020-09-02T11:30:00+02:00,23046
Södermanland,2020-09-02T11:30:00+02:00,2429
Uppsala,2020-09-02T11:30:00+02:00,3789
Värmland,2020-09-02T11:30:00+02:00,1188
Västerbotten,2020-09-02T11:30:00+02:00,862
Västernorrland,2020-09-02T11:30:00+02:00,1853
Västmanland,2020-09-02T11:30:00+02:00,2748
Västra Götaland,2020-09-02T11:30:00+02:00,18809
Örebro,2020-09-02T11:30:00+02:00,2703
Östergötland,2020-09-02T11:30:00+02:00,3818
