Area,Timestamp,Confirmed
Blekinge,2021-12-16T11:30:00+01:00,14757
Dalarna,2021-12-16T11:30:00+01:00,30749
Gotland,2021-12-16T11:30:00+01:00,4833
Gävleborg,2021-12-16T11:30:00+01:00,40157
Halland,2021-12-16T11:30:00+01:00,46224
Jämtland,2021-12-16T11:30:00+01:00,13908
Jönköping,2021-12-16T11:30:00+01:00,47784
Kalmar,2021-12-16T11:30:00+01:00,27933
Kronoberg,2021-12-16T11:30:00+01:00,24464
Norrbotten,2021-12-16T11:30:00+01:00,29208
Skåne,2021-12-16T11:30:00+01:00,179417
Stockholm,2021-12-16T11:30:00+01:00,300999
Södermanland,2021-12-16T11:30:00+01:00,29422
Uppsala,2021-12-16T11:30:00+01:00,46331
Värmland,2021-12-16T11:30:00+01:00,23600
Västerbotten,2021-12-16T11:30:00+01:00,27741
Västernorrland,2021-12-16T11:30:00+01:00,29568
Västmanland,2021-12-16T11:30:00+01:00,35262
Västra Götaland,2021-12-16T11:30:00+01:00,214099
Örebro,2021-12-16T11:30:00+01:00,37706
Östergötland,2021-12-16T11:30:00+01:00,46723
