Area,Timestamp,Confirmed
Blekinge,2020-07-20T11:30:00+02:00,479
Dalarna,2020-07-20T11:30:00+02:00,1915
Gotland,2020-07-20T11:30:00+02:00,206
Gävleborg,2020-07-20T11:30:00+02:00,3053
Halland,2020-07-20T11:30:00+02:00,1683
Jämtland,2020-07-20T11:30:00+02:00,1106
Jönköping,2020-07-20T11:30:00+02:00,4584
Kalmar,2020-07-20T11:30:00+02:00,748
Kronoberg,2020-07-20T11:30:00+02:00,1119
Norrbotten,2020-07-20T11:30:00+02:00,1536
Skåne,2020-07-20T11:30:00+02:00,3429
Stockholm,2020-07-20T11:30:00+02:00,22760
Södermanland,2020-07-20T11:30:00+02:00,2361
Uppsala,2020-07-20T11:30:00+02:00,3511
Värmland,2020-07-20T11:30:00+02:00,1009
Västerbotten,2020-07-20T11:30:00+02:00,883
Västernorrland,2020-07-20T11:30:00+02:00,1693
Västmanland,2020-07-20T11:30:00+02:00,2569
Västra Götaland,2020-07-20T11:30:00+02:00,17484
Örebro,2020-07-20T11:30:00+02:00,2456
Östergötland,2020-07-20T11:30:00+02:00,3464
