Area,Timestamp,Confirmed
Blekinge,2020-08-16T11:30:00+02:00,574
Dalarna,2020-08-16T11:30:00+02:00,2056
Gotland,2020-08-16T11:30:00+02:00,307
Gävleborg,2020-08-16T11:30:00+02:00,3225
Halland,2020-08-16T11:30:00+02:00,1963
Jämtland,2020-08-16T11:30:00+02:00,1171
Jönköping,2020-08-16T11:30:00+02:00,4856
Kalmar,2020-08-16T11:30:00+02:00,820
Kronoberg,2020-08-16T11:30:00+02:00,1318
Norrbotten,2020-08-16T11:30:00+02:00,1647
Skåne,2020-08-16T11:30:00+02:00,4153
Stockholm,2020-08-16T11:30:00+02:00,24176
Södermanland,2020-08-16T11:30:00+02:00,2422
Uppsala,2020-08-16T11:30:00+02:00,3677
Värmland,2020-08-16T11:30:00+02:00,1140
Västerbotten,2020-08-16T11:30:00+02:00,966
Västernorrland,2020-08-16T11:30:00+02:00,1844
Västmanland,2020-08-16T11:30:00+02:00,2722
Västra Götaland,2020-08-16T11:30:00+02:00,19698
Örebro,2020-08-16T11:30:00+02:00,2613
Östergötland,2020-08-16T11:30:00+02:00,3697
