Mittelfranken,2020-03-15T12:00:00,64
Niederbayern,2020-03-15T12:00:00,73
Oberbayern,2020-03-15T12:00:00,471
Oberfranken,2020-03-15T12:00:00,26
Oberpfalz,2020-03-15T12:00:00,79
Schwaben,2020-03-15T12:00:00,91
Unterfranken,2020-03-15T12:00:00,82
