Mittelfranken,2020-03-16T12:00:00,71
Niederbayern,2020-03-16T12:00:00,90
Oberbayern,2020-03-16T12:00:00,552
Oberfranken,2020-03-16T12:00:00,37
Oberpfalz,2020-03-16T12:00:00,84
Schwaben,2020-03-16T12:00:00,130
Unterfranken,2020-03-16T12:00:00,103
