Brandenburg,1,0
Berlin,3,0
Baden-Württemberg,38,0
Bayern,37,0
Bremen,2,0
Hessen,12,0
Hamburg,2,0
Niedersachsen,2,0
Nordrhein-Westfalen,103,0
Rheinland-Pfalz,2,0
Schleswig-Holstein,2,0
Sachsen,1,0
Thüringen,1,0
