Mittelfranken,2020-03-13T12:00:00,52
Niederbayern,2020-03-13T12:00:00,29
Oberbayern,2020-03-13T12:00:00,302
Oberfranken,2020-03-13T12:00:00,15
Oberpfalz,2020-03-13T12:00:00,51
Schwaben,2020-03-13T12:00:00,64
Unterfranken,2020-03-13T12:00:00,45
