Area,Date,Confirmed
Mittelfranken,2020-03-18T12:00:00,99
Niederbayern,2020-03-18T12:00:00,166
Oberbayern,2020-03-18T12:00:00,875
Oberfranken,2020-03-18T12:00:00,79
Oberpfalz,2020-03-18T12:00:00,180
Schwaben,2020-03-18T12:00:00,198
Unterfranken,2020-03-18T12:00:00,201
