Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-02-27T08:00:00+01:00,3495,83
Altötting,Oberbayern,2021-02-27T08:00:00+01:00,3944,162
Amberg Stadt,Oberpfalz,2021-02-27T08:00:00+01:00,946,13
Amberg-Sulzbach,Oberpfalz,2021-02-27T08:00:00+01:00,3063,111
Ansbach,Mittelfranken,2021-02-27T08:00:00+01:00,4944,132
Ansbach Stadt,Mittelfranken,2021-02-27T08:00:00+01:00,1260,38
Aschaffenburg,Unterfranken,2021-02-27T08:00:00+01:00,5739,184
Aschaffenburg Stadt,Unterfranken,2021-02-27T08:00:00+01:00,2212,92
Augsburg,Schwaben,2021-02-27T08:00:00+01:00,7646,170
Augsburg Stadt,Schwaben,2021-02-27T08:00:00+01:00,12047,329
Bad Kissingen,Unterfranken,2021-02-27T08:00:00+01:00,2282,81
Bad Tölz-Wolfratshausen,Oberbayern,2021-02-27T08:00:00+01:00,3526,57
Bamberg,Oberfranken,2021-02-27T08:00:00+01:00,3738,111
Bamberg Stadt,Oberfranken,2021-02-27T08:00:00+01:00,2136,94
Bayreuth,Oberfranken,2021-02-27T08:00:00+01:00,3394,127
Bayreuth Stadt,Oberfranken,2021-02-27T08:00:00+01:00,2293,89
Berchtesgadener Land,Oberbayern,2021-02-27T08:00:00+01:00,4338,94
Cham,Oberpfalz,2021-02-27T08:00:00+01:00,3903,116
Coburg,Oberfranken,2021-02-27T08:00:00+01:00,3300,139
Coburg Stadt,Oberfranken,2021-02-27T08:00:00+01:00,1617,86
Dachau,Oberbayern,2021-02-27T08:00:00+01:00,5760,127
Deggendorf,Niederbayern,2021-02-27T08:00:00+01:00,4350,120
Dillingen an der Donau,Schwaben,2021-02-27T08:00:00+01:00,2535,96
Dingolfing-Landau,Niederbayern,2021-02-27T08:00:00+01:00,3297,72
Donau-Ries,Schwaben,2021-02-27T08:00:00+01:00,3608,139
Ebersberg,Oberbayern,2021-02-27T08:00:00+01:00,4753,162
Eichstätt,Oberbayern,2021-02-27T08:00:00+01:00,3384,70
Erding,Oberbayern,2021-02-27T08:00:00+01:00,5029,90
Erlangen Stadt,Mittelfranken,2021-02-27T08:00:00+01:00,2815,83
Erlangen-Höchstadt,Mittelfranken,2021-02-27T08:00:00+01:00,3622,109
Forchheim,Oberfranken,2021-02-27T08:00:00+01:00,3360,95
Freising,Oberbayern,2021-02-27T08:00:00+01:00,5681,108
Freyung-Grafenau,Niederbayern,2021-02-27T08:00:00+01:00,3500,101
Fürstenfeldbruck,Oberbayern,2021-02-27T08:00:00+01:00,7014,120
Fürth,Mittelfranken,2021-02-27T08:00:00+01:00,3754,175
Fürth Stadt,Mittelfranken,2021-02-27T08:00:00+01:00,4863,178
Garmisch-Partenkirchen,Oberbayern,2021-02-27T08:00:00+01:00,2526,79
Günzburg,Schwaben,2021-02-27T08:00:00+01:00,4346,94
Haßberge,Unterfranken,2021-02-27T08:00:00+01:00,2424,68
Hof,Oberfranken,2021-02-27T08:00:00+01:00,3895,112
Hof Stadt,Oberfranken,2021-02-27T08:00:00+01:00,2254,69
Ingolstadt Stadt,Oberbayern,2021-02-27T08:00:00+01:00,4090,91
Kaufbeuren Stadt,Schwaben,2021-02-27T08:00:00+01:00,1462,47
Kelheim,Niederbayern,2021-02-27T08:00:00+01:00,3208,82
Kempten Stadt,Schwaben,2021-02-27T08:00:00+01:00,1573,33
