Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-09-20T08:00:00+02:00,5772,101
Altötting,Oberbayern,2021-09-20T08:00:00+02:00,6775,212
Amberg Stadt,Oberpfalz,2021-09-20T08:00:00+02:00,2012,26
Amberg-Sulzbach,Oberpfalz,2021-09-20T08:00:00+02:00,5048,160
Ansbach,Mittelfranken,2021-09-20T08:00:00+02:00,8894,199
Ansbach Stadt,Mittelfranken,2021-09-20T08:00:00+02:00,2066,45
Aschaffenburg,Unterfranken,2021-09-20T08:00:00+02:00,8710,215
Aschaffenburg Stadt,Unterfranken,2021-09-20T08:00:00+02:00,3946,116
Augsburg,Schwaben,2021-09-20T08:00:00+02:00,12573,236
Augsburg Stadt,Schwaben,2021-09-20T08:00:00+02:00,20423,411
Bad Kissingen,Unterfranken,2021-09-20T08:00:00+02:00,3840,104
Bad Tölz-Wolfratshausen,Oberbayern,2021-09-20T08:00:00+02:00,5802,80
Bamberg,Oberfranken,2021-09-20T08:00:00+02:00,6086,146
Bamberg Stadt,Oberfranken,2021-09-20T08:00:00+02:00,3527,109
Bayreuth,Oberfranken,2021-09-20T08:00:00+02:00,5084,163
Bayreuth Stadt,Oberfranken,2021-09-20T08:00:00+02:00,3687,110
Berchtesgadener Land,Oberbayern,2021-09-20T08:00:00+02:00,7035,102
Cham,Oberpfalz,2021-09-20T08:00:00+02:00,7453,183
Coburg,Oberfranken,2021-09-20T08:00:00+02:00,5101,161
Coburg Stadt,Oberfranken,2021-09-20T08:00:00+02:00,2531,92
Dachau,Oberbayern,2021-09-20T08:00:00+02:00,9267,144
Deggendorf,Niederbayern,2021-09-20T08:00:00+02:00,7579,160
Dillingen an der Donau,Schwaben,2021-09-20T08:00:00+02:00,4322,130
Dingolfing-Landau,Niederbayern,2021-09-20T08:00:00+02:00,6446,101
Donau-Ries,Schwaben,2021-09-20T08:00:00+02:00,6529,165
Ebersberg,Oberbayern,2021-09-20T08:00:00+02:00,7137,182
Eichstätt,Oberbayern,2021-09-20T08:00:00+02:00,5777,90
Erding,Oberbayern,2021-09-20T08:00:00+02:00,7873,118
Erlangen Stadt,Mittelfranken,2021-09-20T08:00:00+02:00,4415,95
Erlangen-Höchstadt,Mittelfranken,2021-09-20T08:00:00+02:00,5860,132
Forchheim,Oberfranken,2021-09-20T08:00:00+02:00,5134,113
Freising,Oberbayern,2021-09-20T08:00:00+02:00,9226,138
Freyung-Grafenau,Niederbayern,2021-09-20T08:00:00+02:00,5124,128
Fürstenfeldbruck,Oberbayern,2021-09-20T08:00:00+02:00,10771,146
Fürth,Mittelfranken,2021-09-20T08:00:00+02:00,5733,210
Fürth Stadt,Mittelfranken,2021-09-20T08:00:00+02:00,8372,227
Garmisch-Partenkirchen,Oberbayern,2021-09-20T08:00:00+02:00,3910,88
Günzburg,Schwaben,2021-09-20T08:00:00+02:00,7599,110
Haßberge,Unterfranken,2021-09-20T08:00:00+02:00,4361,87
Hof,Oberfranken,2021-09-20T08:00:00+02:00,6555,157
Hof Stadt,Oberfranken,2021-09-20T08:00:00+02:00,4157,117
Ingolstadt Stadt,Oberbayern,2021-09-20T08:00:00+02:00,7257,127
Kaufbeuren Stadt,Schwaben,2021-09-20T08:00:00+02:00,2673,56
Kelheim,Niederbayern,2021-09-20T08:00:00+02:00,6664,110
Kempten Stadt,Schwaben,2021-09-20T08:00:00+02:00,3606,44
Kitzingen,Unterfranken,2021-09-20T08:00:00+02:00,3575,87
Kronach,Oberfranken,2021-09-20T08:00:00+02:00,4351,97
Kulmbach,Oberfranken,2021-09-20T08:00:00+02:00,4251,118
Landsberg am Lech,Oberbayern,2021-09-20T08:00:00+02:00,4570,72
Landshut,Niederbayern,2021-09-20T08:00:00+02:00,8747,171
Landshut Stadt,Niederbayern,2021-09-20T08:00:00+02:00,4525,117
Lichtenfels,Oberfranken,2021-09-20T08:00:00+02:00,3757,85
Lindau (Bodensee),Schwaben,2021-09-20T08:00:00+02:00,3762,64
Main-Spessart,Unterfranken,2021-09-20T08:00:00+02:00,5058,216
Memmingen Stadt,Schwaben,2021-09-20T08:00:00+02:00,2558,26
Miesbach,Oberbayern,2021-09-20T08:00:00+02:00,4979,85
Miltenberg,Unterfranken,2021-09-20T08:00:00+02:00,6598,132
Mühldorf am Inn,Oberbayern,2021-09-20T08:00:00+02:00,7577,157
München,Oberbayern,2021-09-20T08:00:00+02:00,17014,296
München Stadt,Oberbayern,2021-09-20T08:00:00+02:00,83244,1298
Neu-Ulm,Schwaben,2021-09-20T08:00:00+02:00,8664,124
Neuburg-Schrobenhausen,Oberbayern,2021-09-20T08:00:00+02:00,4671,82
Neumarkt in der Oberpfalz,Oberpfalz,2021-09-20T08:00:00+02:00,7154,143
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2021-09-20T08:00:00+02:00,4664,108
Neustadt an der Waldnaab,Oberpfalz,2021-09-20T08:00:00+02:00,5429,188
Nürnberg Stadt,Mittelfranken,2021-09-20T08:00:00+02:00,37520,976
Nürnberger Land,Mittelfranken,2021-09-20T08:00:00+02:00,7890,189
Oberallgäu,Schwaben,2021-09-20T08:00:00+02:00,6615,88
Ostallgäu,Schwaben,2021-09-20T08:00:00+02:00,7850,134
Passau,Niederbayern,2021-09-20T08:00:00+02:00,13412,380
Passau Stadt,Niederbayern,2021-09-20T08:00:00+02:00,3574,118
Pfaffenhofen an der Ilm,Oberbayern,2021-09-20T08:00:00+02:00,6233,160
Regen,Niederbayern,2021-09-20T08:00:00+02:00,5776,165
Regensburg,Oberpfalz,2021-09-20T08:00:00+02:00,9032,210
Regensburg Stadt,Oberpfalz,2021-09-20T08:00:00+02:00,7903,96
Rhön-Grabfeld,Unterfranken,2021-09-20T08:00:00+02:00,3763,90
Rosenheim,Oberbayern,2021-09-20T08:00:00+02:00,15865,468
Rosenheim Stadt,Oberbayern,2021-09-20T08:00:00+02:00,4613,72
Roth,Mittelfranken,2021-09-20T08:00:00+02:00,6144,175
Rottal-Inn,Niederbayern,2021-09-20T08:00:00+02:00,8109,187
Schwabach Stadt,Mittelfranken,2021-09-20T08:00:00+02:00,2354,108
Schwandorf,Oberpfalz,2021-09-20T08:00:00+02:00,8919,158
Schweinfurt,Unterfranken,2021-09-20T08:00:00+02:00,5643,142
Schweinfurt Stadt,Unterfranken,2021-09-20T08:00:00+02:00,3577,95
Starnberg,Oberbayern,2021-09-20T08:00:00+02:00,5798,119
Straubing Stadt,Niederbayern,2021-09-20T08:00:00+02:00,2602,87
Straubing-Bogen,Niederbayern,2021-09-20T08:00:00+02:00,5771,141
Tirschenreuth,Oberpfalz,2021-09-20T08:00:00+02:00,5441,266
Traunstein,Oberbayern,2021-09-20T08:00:00+02:00,12333,218
Unterallgäu,Schwaben,2021-09-20T08:00:00+02:00,8128,171
Weiden in der Oberpfalz Stadt,Oberpfalz,2021-09-20T08:00:00+02:00,2868,98
Weilheim-Schongau,Oberbayern,2021-09-20T08:00:00+02:00,5742,84
Weißenburg-Gunzenhausen,Mittelfranken,2021-09-20T08:00:00+02:00,4306,118
Wunsiedel im Fichtelgebirge,Oberfranken,2021-09-20T08:00:00+02:00,5175,201
Würzburg,Unterfranken,2021-09-20T08:00:00+02:00,5000,76
