Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-05-09T10:00:00+02:00,286,20
Altötting,Oberbayern,2020-05-09T10:00:00+02:00,590,41
Amberg Stadt,Oberpfalz,2020-05-09T10:00:00+02:00,75,3
Amberg-Sulzbach,Oberpfalz,2020-05-09T10:00:00+02:00,465,44
Ansbach,Mittelfranken,2020-05-09T10:00:00+02:00,567,22
Ansbach Stadt,Mittelfranken,2020-05-09T10:00:00+02:00,131,7
Aschaffenburg,Unterfranken,2020-05-09T10:00:00+02:00,503,35
Aschaffenburg Stadt,Unterfranken,2020-05-09T10:00:00+02:00,111,1
Augsburg,Schwaben,2020-05-09T10:00:00+02:00,369,8
Augsburg Stadt,Schwaben,2020-05-09T10:00:00+02:00,388,13
Bad Kissingen,Unterfranken,2020-05-09T10:00:00+02:00,234,18
Bad Tölz-Wolfratshausen,Oberbayern,2020-05-09T10:00:00+02:00,411,10
Bamberg,Oberfranken,2020-05-09T10:00:00+02:00,396,34
Bamberg Stadt,Oberfranken,2020-05-09T10:00:00+02:00,189,15
Bayreuth,Oberfranken,2020-05-09T10:00:00+02:00,404,25
Bayreuth Stadt,Oberfranken,2020-05-09T10:00:00+02:00,202,10
Berchtesgadener Land,Oberbayern,2020-05-09T10:00:00+02:00,283,14
Cham,Oberpfalz,2020-05-09T10:00:00+02:00,411,20
Coburg,Oberfranken,2020-05-09T10:00:00+02:00,210,8
Coburg Stadt,Oberfranken,2020-05-09T10:00:00+02:00,59,0
Dachau,Oberbayern,2020-05-09T10:00:00+02:00,888,24
Deggendorf,Niederbayern,2020-05-09T10:00:00+02:00,279,12
Dillingen an der Donau,Schwaben,2020-05-09T10:00:00+02:00,253,21
Dingolfing-Landau,Niederbayern,2020-05-09T10:00:00+02:00,198,5
Donau-Ries,Schwaben,2020-05-09T10:00:00+02:00,339,23
Ebersberg,Oberbayern,2020-05-09T10:00:00+02:00,468,5
Eichstätt,Oberbayern,2020-05-09T10:00:00+02:00,279,16
Erding,Oberbayern,2020-05-09T10:00:00+02:00,606,10
Erlangen Stadt,Mittelfranken,2020-05-09T10:00:00+02:00,248,9
Erlangen-Höchstadt,Mittelfranken,2020-05-09T10:00:00+02:00,205,6
Forchheim,Oberfranken,2020-05-09T10:00:00+02:00,203,4
Freising,Oberbayern,2020-05-09T10:00:00+02:00,940,37
Freyung-Grafenau,Niederbayern,2020-05-09T10:00:00+02:00,186,11
Fürstenfeldbruck,Oberbayern,2020-05-09T10:00:00+02:00,848,33
Fürth,Mittelfranken,2020-05-09T10:00:00+02:00,480,56
Fürth Stadt,Mittelfranken,2020-05-09T10:00:00+02:00,371,33
Garmisch-Partenkirchen,Oberbayern,2020-05-09T10:00:00+02:00,279,15
Günzburg,Schwaben,2020-05-09T10:00:00+02:00,229,3
