Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-05-10T08:00:00+02:00,215085,4243
Niederbayern,2021-05-10T08:00:00+02:00,69794,1745
Oberpfalz,2021-05-10T08:00:00+02:00,54940,1371
Oberfranken,2021-05-10T08:00:00+02:00,53934,1589
Mittelfranken,2021-05-10T08:00:00+02:00,86117,2418
Unterfranken,2021-05-10T08:00:00+02:00,50897,1369
Schwaben,2021-05-10T08:00:00+02:00,84595,1681
