Regierungsbezirk,Timestamp,Confirmed,Deaths
Niederbayern,2020-09-19T08:00:00+02:00,6680,300
Oberpfalz,2020-09-19T08:00:00+02:00,6258,374
Oberfranken,2020-09-19T08:00:00+02:00,4566,245
Mittelfranken,2020-09-19T08:00:00+02:00,6573,291
Schwaben,2020-09-19T08:00:00+02:00,6179,214
