Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2022-04-11T08:00:00+02:00,1548238,7076
Niederbayern,2022-04-11T08:00:00+02:00,451091,2916
Oberpfalz,2022-04-11T08:00:00+02:00,367516,2079
Oberfranken,2022-04-11T08:00:00+02:00,341698,2361
Mittelfranken,2022-04-11T08:00:00+02:00,551677,3347
Unterfranken,2022-04-11T08:00:00+02:00,414390,2133
Schwaben,2022-04-11T08:00:00+02:00,630753,3042
