Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-10-31T08:00:00+01:00,872,20
Altötting,Oberbayern,2020-10-31T08:00:00+01:00,931,57
Amberg Stadt,Oberpfalz,2020-10-31T08:00:00+01:00,197,4
Amberg-Sulzbach,Oberpfalz,2020-10-31T08:00:00+01:00,647,55
Ansbach,Mittelfranken,2020-10-31T08:00:00+01:00,1064,28
Ansbach Stadt,Mittelfranken,2020-10-31T08:00:00+01:00,279,8
Aschaffenburg,Unterfranken,2020-10-31T08:00:00+01:00,1081,42
Aschaffenburg Stadt,Unterfranken,2020-10-31T08:00:00+01:00,326,2
Augsburg,Schwaben,2020-10-31T08:00:00+01:00,1559,13
Augsburg Stadt,Schwaben,2020-10-31T08:00:00+01:00,2605,18
Bad Kissingen,Unterfranken,2020-10-31T08:00:00+01:00,405,18
Bad Tölz-Wolfratshausen,Oberbayern,2020-10-31T08:00:00+01:00,886,10
Bamberg,Oberfranken,2020-10-31T08:00:00+01:00,794,38
Bamberg Stadt,Oberfranken,2020-10-31T08:00:00+01:00,426,22
Bayreuth,Oberfranken,2020-10-31T08:00:00+01:00,635,28
Bayreuth Stadt,Oberfranken,2020-10-31T08:00:00+01:00,467,12
Berchtesgadener Land,Oberbayern,2020-10-31T08:00:00+01:00,1210,28
Cham,Oberpfalz,2020-10-31T08:00:00+01:00,855,21
Coburg,Oberfranken,2020-10-31T08:00:00+01:00,579,31
Coburg Stadt,Oberfranken,2020-10-31T08:00:00+01:00,207,4
Dachau,Oberbayern,2020-10-31T08:00:00+01:00,1687,38
Deggendorf,Niederbayern,2020-10-31T08:00:00+01:00,761,20
Dillingen an der Donau,Schwaben,2020-10-31T08:00:00+01:00,573,30
Dingolfing-Landau,Niederbayern,2020-10-31T08:00:00+01:00,1187,11
Donau-Ries,Schwaben,2020-10-31T08:00:00+01:00,876,27
Ebersberg,Oberbayern,2020-10-31T08:00:00+01:00,1207,8
Eichstätt,Oberbayern,2020-10-31T08:00:00+01:00,651,21
Erding,Oberbayern,2020-10-31T08:00:00+01:00,1177,11
Erlangen Stadt,Mittelfranken,2020-10-31T08:00:00+01:00,622,12
Erlangen-Höchstadt,Mittelfranken,2020-10-31T08:00:00+01:00,612,11
Forchheim,Oberfranken,2020-10-31T08:00:00+01:00,497,4
Freising,Oberbayern,2020-10-31T08:00:00+01:00,1806,48
Freyung-Grafenau,Niederbayern,2020-10-31T08:00:00+01:00,412,14
Fürstenfeldbruck,Oberbayern,2020-10-31T08:00:00+01:00,2231,38
Fürth,Mittelfranken,2020-10-31T08:00:00+01:00,864,61
Fürth Stadt,Mittelfranken,2020-10-31T08:00:00+01:00,906,38
Garmisch-Partenkirchen,Oberbayern,2020-10-31T08:00:00+01:00,590,20
Günzburg,Schwaben,2020-10-31T08:00:00+01:00,767,6
Haßberge,Unterfranken,2020-10-31T08:00:00+01:00,410,6
Hof,Oberfranken,2020-10-31T08:00:00+01:00,695,33
Hof Stadt,Oberfranken,2020-10-31T08:00:00+01:00,253,5
Ingolstadt Stadt,Oberbayern,2020-10-31T08:00:00+01:00,1217,41
Kaufbeuren Stadt,Schwaben,2020-10-31T08:00:00+01:00,367,12
Kelheim,Niederbayern,2020-10-31T08:00:00+01:00,826,36
Kempten Stadt,Schwaben,2020-10-31T08:00:00+01:00,350,10
Kitzingen,Unterfranken,2020-10-31T08:00:00+01:00,530,4
Kronach,Oberfranken,2020-10-31T08:00:00+01:00,299,3
Kulmbach,Oberfranken,2020-10-31T08:00:00+01:00,519,11
Landsberg am Lech,Oberbayern,2020-10-31T08:00:00+01:00,800,10
Landshut,Niederbayern,2020-10-31T08:00:00+01:00,1275,34
Landshut Stadt,Niederbayern,2020-10-31T08:00:00+01:00,603,10
Lichtenfels,Oberfranken,2020-10-31T08:00:00+01:00,586,19
Lindau (Bodensee),Schwaben,2020-10-31T08:00:00+01:00,532,8
Main-Spessart,Unterfranken,2020-10-31T08:00:00+01:00,406,6
Memmingen Stadt,Schwaben,2020-10-31T08:00:00+01:00,322,2
Miesbach,Oberbayern,2020-10-31T08:00:00+01:00,1057,11
Miltenberg,Unterfranken,2020-10-31T08:00:00+01:00,854,12
Mühldorf am Inn,Oberbayern,2020-10-31T08:00:00+01:00,1129,27
München,Oberbayern,2020-10-31T08:00:00+01:00,3172,96
München Stadt,Oberbayern,2020-10-31T08:00:00+01:00,16878,248
Neu-Ulm,Schwaben,2020-10-31T08:00:00+01:00,1276,26
Neuburg-Schrobenhausen,Oberbayern,2020-10-31T08:00:00+01:00,764,18
Neumarkt in der Oberpfalz,Oberpfalz,2020-10-31T08:00:00+01:00,828,18
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2020-10-31T08:00:00+01:00,400,6
Neustadt an der Waldnaab,Oberpfalz,2020-10-31T08:00:00+01:00,1278,75
Nürnberg Stadt,Mittelfranken,2020-10-31T08:00:00+01:00,3629,59
Nürnberger Land,Mittelfranken,2020-10-31T08:00:00+01:00,1100,46
Oberallgäu,Schwaben,2020-10-31T08:00:00+01:00,671,8
Ostallgäu,Schwaben,2020-10-31T08:00:00+01:00,1129,40
Passau,Niederbayern,2020-10-31T08:00:00+01:00,1539,31
Passau Stadt,Niederbayern,2020-10-31T08:00:00+01:00,397,18
Pfaffenhofen an der Ilm,Oberbayern,2020-10-31T08:00:00+01:00,868,23
Regen,Niederbayern,2020-10-31T08:00:00+01:00,466,12
Regensburg,Oberpfalz,2020-10-31T08:00:00+01:00,1068,17
Regensburg Stadt,Oberpfalz,2020-10-31T08:00:00+01:00,1270,10
Rhön-Grabfeld,Unterfranken,2020-10-31T08:00:00+01:00,424,9
Rosenheim,Oberbayern,2020-10-31T08:00:00+01:00,3688,206
Rosenheim Stadt,Oberbayern,2020-10-31T08:00:00+01:00,1072,23
Roth,Mittelfranken,2020-10-31T08:00:00+01:00,601,9
Rottal-Inn,Niederbayern,2020-10-31T08:00:00+01:00,1654,58
Schwabach Stadt,Mittelfranken,2020-10-31T08:00:00+01:00,211,2
Schwandorf,Oberpfalz,2020-10-31T08:00:00+01:00,795,21
Schweinfurt,Unterfranken,2020-10-31T08:00:00+01:00,1194,28
Schweinfurt Stadt,Unterfranken,2020-10-31T08:00:00+01:00,519,19
Starnberg,Oberbayern,2020-10-31T08:00:00+01:00,1112,13
Straubing Stadt,Niederbayern,2020-10-31T08:00:00+01:00,613,48
Straubing-Bogen,Niederbayern,2020-10-31T08:00:00+01:00,796,29
Tirschenreuth,Oberpfalz,2020-10-31T08:00:00+01:00,1394,142
Traunstein,Oberbayern,2020-10-31T08:00:00+01:00,1954,89
Unterallgäu,Schwaben,2020-10-31T08:00:00+01:00,920,24
Weiden in der Oberpfalz Stadt,Oberpfalz,2020-10-31T08:00:00+01:00,584,20
Weilheim-Schongau,Oberbayern,2020-10-31T08:00:00+01:00,887,4
Weißenburg-Gunzenhausen,Mittelfranken,2020-10-31T08:00:00+01:00,622,25
Wunsiedel im Fichtelgebirge,Oberfranken,2020-10-31T08:00:00+01:00,918,46
Würzburg,Unterfranken,2020-10-31T08:00:00+01:00,977,7
Würzburg Stadt,Unterfranken,2020-10-31T08:00:00+01:00,1181,52
