Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-08-17T08:00:00+02:00,230917,4463
Niederbayern,2021-08-17T08:00:00+02:00,73849,1851
Oberpfalz,2021-08-17T08:00:00+02:00,58185,1519
Oberfranken,2021-08-17T08:00:00+02:00,57157,1663
Mittelfranken,2021-08-17T08:00:00+02:00,92285,2563
Unterfranken,2021-08-17T08:00:00+02:00,55187,1472
Schwaben,2021-08-17T08:00:00+02:00,92533,1847
