Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-12-15T08:00:00+01:00,458713,5708
Niederbayern,2021-12-15T08:00:00+01:00,150201,2369
Oberpfalz,2021-12-15T08:00:00+01:00,106004,1785
Oberfranken,2021-12-15T08:00:00+01:00,94193,1924
Mittelfranken,2021-12-15T08:00:00+01:00,162272,2887
Unterfranken,2021-12-15T08:00:00+01:00,97529,1718
Schwaben,2021-12-15T08:00:00+01:00,187997,2386
