Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-08-04T08:00:00+02:00,5258,101
Altötting,Oberbayern,2021-08-04T08:00:00+02:00,6087,210
Amberg Stadt,Oberpfalz,2021-08-04T08:00:00+02:00,1784,24
Amberg-Sulzbach,Oberpfalz,2021-08-04T08:00:00+02:00,4867,160
Ansbach,Mittelfranken,2021-08-04T08:00:00+02:00,8465,197
Ansbach Stadt,Mittelfranken,2021-08-04T08:00:00+02:00,1885,45
Aschaffenburg,Unterfranken,2021-08-04T08:00:00+02:00,8089,213
Aschaffenburg Stadt,Unterfranken,2021-08-04T08:00:00+02:00,3552,115
Augsburg,Schwaben,2021-08-04T08:00:00+02:00,11567,235
Augsburg Stadt,Schwaben,2021-08-04T08:00:00+02:00,18253,406
Bad Kissingen,Unterfranken,2021-08-04T08:00:00+02:00,3656,104
Bad Tölz-Wolfratshausen,Oberbayern,2021-08-04T08:00:00+02:00,5160,80
Bamberg,Oberfranken,2021-08-04T08:00:00+02:00,5708,146
Bamberg Stadt,Oberfranken,2021-08-04T08:00:00+02:00,3202,108
Bayreuth,Oberfranken,2021-08-04T08:00:00+02:00,4947,163
Bayreuth Stadt,Oberfranken,2021-08-04T08:00:00+02:00,3496,110
Berchtesgadener Land,Oberbayern,2021-08-04T08:00:00+02:00,6178,102
Cham,Oberpfalz,2021-08-04T08:00:00+02:00,7161,182
Coburg,Oberfranken,2021-08-04T08:00:00+02:00,4914,161
Coburg Stadt,Oberfranken,2021-08-04T08:00:00+02:00,2414,92
Dachau,Oberbayern,2021-08-04T08:00:00+02:00,8334,143
Deggendorf,Niederbayern,2021-08-04T08:00:00+02:00,7061,160
Dillingen an der Donau,Schwaben,2021-08-04T08:00:00+02:00,3865,115
Dingolfing-Landau,Niederbayern,2021-08-04T08:00:00+02:00,5870,99
Donau-Ries,Schwaben,2021-08-04T08:00:00+02:00,6063,165
Ebersberg,Oberbayern,2021-08-04T08:00:00+02:00,6432,181
Eichstätt,Oberbayern,2021-08-04T08:00:00+02:00,5123,86
Erding,Oberbayern,2021-08-04T08:00:00+02:00,7039,118
Erlangen Stadt,Mittelfranken,2021-08-04T08:00:00+02:00,4056,95
Erlangen-Höchstadt,Mittelfranken,2021-08-04T08:00:00+02:00,5479,130
Forchheim,Oberfranken,2021-08-04T08:00:00+02:00,4848,113
Freising,Oberbayern,2021-08-04T08:00:00+02:00,8381,131
Freyung-Grafenau,Niederbayern,2021-08-04T08:00:00+02:00,4936,128
Fürstenfeldbruck,Oberbayern,2021-08-04T08:00:00+02:00,9842,140
Fürth,Mittelfranken,2021-08-04T08:00:00+02:00,5407,209
Fürth Stadt,Mittelfranken,2021-08-04T08:00:00+02:00,7781,225
Garmisch-Partenkirchen,Oberbayern,2021-08-04T08:00:00+02:00,3667,87
Günzburg,Schwaben,2021-08-04T08:00:00+02:00,6966,110
Haßberge,Unterfranken,2021-08-04T08:00:00+02:00,4109,87
Hof,Oberfranken,2021-08-04T08:00:00+02:00,6411,157
Hof Stadt,Oberfranken,2021-08-04T08:00:00+02:00,3984,117
Ingolstadt Stadt,Oberbayern,2021-08-04T08:00:00+02:00,6268,115
Kaufbeuren Stadt,Schwaben,2021-08-04T08:00:00+02:00,2409,56
Kelheim,Niederbayern,2021-08-04T08:00:00+02:00,5977,110
Kempten Stadt,Schwaben,2021-08-04T08:00:00+02:00,3292,49
Kitzingen,Unterfranken,2021-08-04T08:00:00+02:00,3346,87
Kronach,Oberfranken,2021-08-04T08:00:00+02:00,4236,96
Kulmbach,Oberfranken,2021-08-04T08:00:00+02:00,4093,117
Landsberg am Lech,Oberbayern,2021-08-04T08:00:00+02:00,4153,71
Landshut,Niederbayern,2021-08-04T08:00:00+02:00,8082,169
Landshut Stadt,Niederbayern,2021-08-04T08:00:00+02:00,4134,117
Lichtenfels,Oberfranken,2021-08-04T08:00:00+02:00,3596,85
Lindau (Bodensee),Schwaben,2021-08-04T08:00:00+02:00,3474,63
Main-Spessart,Unterfranken,2021-08-04T08:00:00+02:00,4789,215
Memmingen Stadt,Schwaben,2021-08-04T08:00:00+02:00,2268,26
Miesbach,Oberbayern,2021-08-04T08:00:00+02:00,4630,82
Miltenberg,Unterfranken,2021-08-04T08:00:00+02:00,6071,129
Mühldorf am Inn,Oberbayern,2021-08-04T08:00:00+02:00,7003,155
München,Oberbayern,2021-08-04T08:00:00+02:00,15574,294
München Stadt,Oberbayern,2021-08-04T08:00:00+02:00,75007,1273
Neu-Ulm,Schwaben,2021-08-04T08:00:00+02:00,7706,122
Neuburg-Schrobenhausen,Oberbayern,2021-08-04T08:00:00+02:00,4223,81
Neumarkt in der Oberpfalz,Oberpfalz,2021-08-04T08:00:00+02:00,6587,142
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2021-08-04T08:00:00+02:00,4413,107
Neustadt an der Waldnaab,Oberpfalz,2021-08-04T08:00:00+02:00,5275,188
Nürnberg Stadt,Mittelfranken,2021-08-04T08:00:00+02:00,34955,969
Nürnberger Land,Mittelfranken,2021-08-04T08:00:00+02:00,7485,189
Oberallgäu,Schwaben,2021-08-04T08:00:00+02:00,6019,90
Ostallgäu,Schwaben,2021-08-04T08:00:00+02:00,7193,134
Passau,Niederbayern,2021-08-04T08:00:00+02:00,12949,372
Passau Stadt,Niederbayern,2021-08-04T08:00:00+02:00,3389,114
Pfaffenhofen an der Ilm,Oberbayern,2021-08-04T08:00:00+02:00,5703,159
Regen,Niederbayern,2021-08-04T08:00:00+02:00,5561,163
Regensburg,Oberpfalz,2021-08-04T08:00:00+02:00,8400,208
Regensburg Stadt,Oberpfalz,2021-08-04T08:00:00+02:00,7128,91
Rhön-Grabfeld,Unterfranken,2021-08-04T08:00:00+02:00,3565,89
Rosenheim,Oberbayern,2021-08-04T08:00:00+02:00,14028,464
Rosenheim Stadt,Oberbayern,2021-08-04T08:00:00+02:00,3960,67
Roth,Mittelfranken,2021-08-04T08:00:00+02:00,5708,174
Rottal-Inn,Niederbayern,2021-08-04T08:00:00+02:00,7588,182
Schwabach Stadt,Mittelfranken,2021-08-04T08:00:00+02:00,2158,105
Schwandorf,Oberpfalz,2021-08-04T08:00:00+02:00,8495,157
Schweinfurt,Unterfranken,2021-08-04T08:00:00+02:00,5173,139
Schweinfurt Stadt,Unterfranken,2021-08-04T08:00:00+02:00,3193,92
Starnberg,Oberbayern,2021-08-04T08:00:00+02:00,5211,113
Straubing Stadt,Niederbayern,2021-08-04T08:00:00+02:00,2387,87
Straubing-Bogen,Niederbayern,2021-08-04T08:00:00+02:00,5411,141
Tirschenreuth,Oberpfalz,2021-08-04T08:00:00+02:00,5325,265
Traunstein,Oberbayern,2021-08-04T08:00:00+02:00,11178,217
Unterallgäu,Schwaben,2021-08-04T08:00:00+02:00,7344,169
Weiden in der Oberpfalz Stadt,Oberpfalz,2021-08-04T08:00:00+02:00,2710,98
Weilheim-Schongau,Oberbayern,2021-08-04T08:00:00+02:00,5217,84
Weißenburg-Gunzenhausen,Mittelfranken,2021-08-04T08:00:00+02:00,3930,118
Wunsiedel im Fichtelgebirge,Oberfranken,2021-08-04T08:00:00+02:00,5039,198
Würzburg,Unterfranken,2021-08-04T08:00:00+02:00,4502,73
Würzburg Stadt,Unterfranken,2021-08-04T08:00:00+02:00,4639,124
