Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2021-07-12T08:00:00+02:00,5183,101
Altötting,Oberbayern,2021-07-12T08:00:00+02:00,6059,210
Amberg Stadt,Oberpfalz,2021-07-12T08:00:00+02:00,1751,24
Amberg-Sulzbach,Oberpfalz,2021-07-12T08:00:00+02:00,4835,160
Ansbach,Mittelfranken,2021-07-12T08:00:00+02:00,8410,197
Ansbach Stadt,Mittelfranken,2021-07-12T08:00:00+02:00,1875,45
Aschaffenburg,Unterfranken,2021-07-12T08:00:00+02:00,8027,213
Aschaffenburg Stadt,Unterfranken,2021-07-12T08:00:00+02:00,3500,115
Augsburg,Schwaben,2021-07-12T08:00:00+02:00,11475,229
Augsburg Stadt,Schwaben,2021-07-12T08:00:00+02:00,18027,404
Bad Kissingen,Unterfranken,2021-07-12T08:00:00+02:00,3644,104
Bad Tölz-Wolfratshausen,Oberbayern,2021-07-12T08:00:00+02:00,5102,79
Bamberg,Oberfranken,2021-07-12T08:00:00+02:00,5630,145
Bamberg Stadt,Oberfranken,2021-07-12T08:00:00+02:00,3118,108
Bayreuth,Oberfranken,2021-07-12T08:00:00+02:00,4935,163
Bayreuth Stadt,Oberfranken,2021-07-12T08:00:00+02:00,3471,109
Berchtesgadener Land,Oberbayern,2021-07-12T08:00:00+02:00,6035,102
Cham,Oberpfalz,2021-07-12T08:00:00+02:00,7135,182
Coburg,Oberfranken,2021-07-12T08:00:00+02:00,4889,161
Coburg Stadt,Oberfranken,2021-07-12T08:00:00+02:00,2403,92
Dachau,Oberbayern,2021-07-12T08:00:00+02:00,8250,143
Deggendorf,Niederbayern,2021-07-12T08:00:00+02:00,6999,160
Dillingen an der Donau,Schwaben,2021-07-12T08:00:00+02:00,3786,115
Dingolfing-Landau,Niederbayern,2021-07-12T08:00:00+02:00,5817,98
Donau-Ries,Schwaben,2021-07-12T08:00:00+02:00,6008,165
Ebersberg,Oberbayern,2021-07-12T08:00:00+02:00,6379,180
Eichstätt,Oberbayern,2021-07-12T08:00:00+02:00,5078,86
Erding,Oberbayern,2021-07-12T08:00:00+02:00,6974,118
Erlangen Stadt,Mittelfranken,2021-07-12T08:00:00+02:00,4006,95
Erlangen-Höchstadt,Mittelfranken,2021-07-12T08:00:00+02:00,5425,130
Forchheim,Oberfranken,2021-07-12T08:00:00+02:00,4794,113
Freising,Oberbayern,2021-07-12T08:00:00+02:00,8212,130
