Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-06-11T08:00:00+02:00,223835,4387
Niederbayern,2021-06-11T08:00:00+02:00,72816,1820
Oberpfalz,2021-06-11T08:00:00+02:00,57075,1480
Oberfranken,2021-06-11T08:00:00+02:00,56218,1645
Mittelfranken,2021-06-11T08:00:00+02:00,90425,2500
Unterfranken,2021-06-11T08:00:00+02:00,53722,1454
Schwaben,2021-06-11T08:00:00+02:00,90329,1792
