Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-07-04T08:00:00+02:00,225219,4432
Niederbayern,2021-07-04T08:00:00+02:00,72949,1836
Oberpfalz,2021-07-04T08:00:00+02:00,57219,1508
Oberfranken,2021-07-04T08:00:00+02:00,56485,1660
Mittelfranken,2021-07-04T08:00:00+02:00,91059,2547
Unterfranken,2021-07-04T08:00:00+02:00,54131,1465
Schwaben,2021-07-04T08:00:00+02:00,90870,1824
