Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2022-01-20T08:00:00+01:00,565461,6188
Niederbayern,2022-01-20T08:00:00+01:00,168925,2578
Oberpfalz,2022-01-20T08:00:00+01:00,123431,1865
Oberfranken,2022-01-20T08:00:00+01:00,110364,2054
Mittelfranken,2022-01-20T08:00:00+01:00,191431,3061
Unterfranken,2022-01-20T08:00:00+01:00,121033,1848
Schwaben,2022-01-20T08:00:00+01:00,224978,2644
