Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-08-14T08:00:00+02:00,407,20
Altötting,Oberbayern,2020-08-14T08:00:00+02:00,651,55
Amberg Stadt,Oberpfalz,2020-08-14T08:00:00+02:00,96,4
Amberg-Sulzbach,Oberpfalz,2020-08-14T08:00:00+02:00,499,54
Ansbach,Mittelfranken,2020-08-14T08:00:00+02:00,608,28
Ansbach Stadt,Mittelfranken,2020-08-14T08:00:00+02:00,155,8
Aschaffenburg,Unterfranken,2020-08-14T08:00:00+02:00,595,42
Aschaffenburg Stadt,Unterfranken,2020-08-14T08:00:00+02:00,138,1
Augsburg,Schwaben,2020-08-14T08:00:00+02:00,474,11
Augsburg Stadt,Schwaben,2020-08-14T08:00:00+02:00,593,16
Bad Kissingen,Unterfranken,2020-08-14T08:00:00+02:00,269,18
Bad Tölz-Wolfratshausen,Oberbayern,2020-08-14T08:00:00+02:00,527,10
Bamberg,Oberfranken,2020-08-14T08:00:00+02:00,443,36
Bamberg Stadt,Oberfranken,2020-08-14T08:00:00+02:00,213,22
Bayreuth,Oberfranken,2020-08-14T08:00:00+02:00,433,28
Bayreuth Stadt,Oberfranken,2020-08-14T08:00:00+02:00,214,11
Berchtesgadener Land,Oberbayern,2020-08-14T08:00:00+02:00,370,25
Cham,Oberpfalz,2020-08-14T08:00:00+02:00,437,21
Coburg,Oberfranken,2020-08-14T08:00:00+02:00,413,29
Coburg Stadt,Oberfranken,2020-08-14T08:00:00+02:00,124,3
Dachau,Oberbayern,2020-08-14T08:00:00+02:00,995,31
Deggendorf,Niederbayern,2020-08-14T08:00:00+02:00,349,15
Dillingen an der Donau,Schwaben,2020-08-14T08:00:00+02:00,290,29
Dingolfing-Landau,Niederbayern,2020-08-14T08:00:00+02:00,811,10
Donau-Ries,Schwaben,2020-08-14T08:00:00+02:00,382,23
Ebersberg,Oberbayern,2020-08-14T08:00:00+02:00,546,5
Eichstätt,Oberbayern,2020-08-14T08:00:00+02:00,326,20
Erding,Oberbayern,2020-08-14T08:00:00+02:00,732,11
