Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-11-22T08:00:00+01:00,1633,25
Altötting,Oberbayern,2020-11-22T08:00:00+01:00,1767,59
Amberg Stadt,Oberpfalz,2020-11-22T08:00:00+01:00,407,4
Amberg-Sulzbach,Oberpfalz,2020-11-22T08:00:00+01:00,1215,56
Ansbach,Mittelfranken,2020-11-22T08:00:00+01:00,2003,40
Ansbach Stadt,Mittelfranken,2020-11-22T08:00:00+01:00,478,10
Aschaffenburg,Unterfranken,2020-11-22T08:00:00+01:00,2054,44
Aschaffenburg Stadt,Unterfranken,2020-11-22T08:00:00+01:00,670,4
Augsburg,Schwaben,2020-11-22T08:00:00+01:00,3355,25
Augsburg Stadt,Schwaben,2020-11-22T08:00:00+01:00,5734,52
Bad Kissingen,Unterfranken,2020-11-22T08:00:00+01:00,681,18
Bad Tölz-Wolfratshausen,Oberbayern,2020-11-22T08:00:00+01:00,1603,13
Bamberg,Oberfranken,2020-11-22T08:00:00+01:00,1397,46
Bamberg Stadt,Oberfranken,2020-11-22T08:00:00+01:00,718,28
Bayreuth,Oberfranken,2020-11-22T08:00:00+01:00,906,29
Bayreuth Stadt,Oberfranken,2020-11-22T08:00:00+01:00,664,14
Berchtesgadener Land,Oberbayern,2020-11-22T08:00:00+01:00,1801,34
Cham,Oberpfalz,2020-11-22T08:00:00+01:00,1528,26
Coburg,Oberfranken,2020-11-22T08:00:00+01:00,970,32
Coburg Stadt,Oberfranken,2020-11-22T08:00:00+01:00,354,6
Dachau,Oberbayern,2020-11-22T08:00:00+01:00,2845,61
Deggendorf,Niederbayern,2020-11-22T08:00:00+01:00,1252,22
Dillingen an der Donau,Schwaben,2020-11-22T08:00:00+01:00,1116,42
Dingolfing-Landau,Niederbayern,2020-11-22T08:00:00+01:00,1615,14
Donau-Ries,Schwaben,2020-11-22T08:00:00+01:00,1662,35
Ebersberg,Oberbayern,2020-11-22T08:00:00+01:00,1990,16
Eichstätt,Oberbayern,2020-11-22T08:00:00+01:00,1310,26
Erding,Oberbayern,2020-11-22T08:00:00+01:00,2043,16
Erlangen Stadt,Mittelfranken,2020-11-22T08:00:00+01:00,1135,15
Erlangen-Höchstadt,Mittelfranken,2020-11-22T08:00:00+01:00,1291,15
Forchheim,Oberfranken,2020-11-22T08:00:00+01:00,998,6
Freising,Oberbayern,2020-11-22T08:00:00+01:00,2683,50
Freyung-Grafenau,Niederbayern,2020-11-22T08:00:00+01:00,1142,22
Fürstenfeldbruck,Oberbayern,2020-11-22T08:00:00+01:00,3529,56
Fürth,Mittelfranken,2020-11-22T08:00:00+01:00,1612,74
Fürth Stadt,Mittelfranken,2020-11-22T08:00:00+01:00,1868,41
Garmisch-Partenkirchen,Oberbayern,2020-11-22T08:00:00+01:00,972,22
Günzburg,Schwaben,2020-11-22T08:00:00+01:00,1815,25
