Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-06-18T08:00:00+02:00,224439,4407
Niederbayern,2021-06-18T08:00:00+02:00,72925,1824
Oberpfalz,2021-06-18T08:00:00+02:00,57142,1502
Oberfranken,2021-06-18T08:00:00+02:00,56341,1646
Mittelfranken,2021-06-18T08:00:00+02:00,90769,2514
Unterfranken,2021-06-18T08:00:00+02:00,53880,1461
Schwaben,2021-06-18T08:00:00+02:00,90563,1809
