Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-04-21T08:00:00+02:00,199012,4090
Niederbayern,2021-04-21T08:00:00+02:00,63626,1684
Oberpfalz,2021-04-21T08:00:00+02:00,51007,1328
Oberfranken,2021-04-21T08:00:00+02:00,49394,1519
Mittelfranken,2021-04-21T08:00:00+02:00,78345,2310
Unterfranken,2021-04-21T08:00:00+02:00,45726,1302
Schwaben,2021-04-21T08:00:00+02:00,75453,1589
