Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2020-11-04T08:00:00+01:00,1028,21
Altötting,Oberbayern,2020-11-04T08:00:00+01:00,1003,57
Amberg Stadt,Oberpfalz,2020-11-04T08:00:00+01:00,207,4
Amberg-Sulzbach,Oberpfalz,2020-11-04T08:00:00+01:00,679,55
Ansbach,Mittelfranken,2020-11-04T08:00:00+01:00,1109,28
Ansbach Stadt,Mittelfranken,2020-11-04T08:00:00+01:00,295,8
Aschaffenburg,Unterfranken,2020-11-04T08:00:00+01:00,1185,43
Aschaffenburg Stadt,Unterfranken,2020-11-04T08:00:00+01:00,375,2
Augsburg,Schwaben,2020-11-04T08:00:00+01:00,1840,14
Augsburg Stadt,Schwaben,2020-11-04T08:00:00+01:00,3246,26
Bad Kissingen,Unterfranken,2020-11-04T08:00:00+01:00,437,18
Bad Tölz-Wolfratshausen,Oberbayern,2020-11-04T08:00:00+01:00,961,10
Bamberg,Oberfranken,2020-11-04T08:00:00+01:00,907,39
Bamberg Stadt,Oberfranken,2020-11-04T08:00:00+01:00,494,22
Bayreuth,Oberfranken,2020-11-04T08:00:00+01:00,679,28
Bayreuth Stadt,Oberfranken,2020-11-04T08:00:00+01:00,506,12
Berchtesgadener Land,Oberbayern,2020-11-04T08:00:00+01:00,1352,28
Cham,Oberpfalz,2020-11-04T08:00:00+01:00,963,21
Coburg,Oberfranken,2020-11-04T08:00:00+01:00,620,31
Coburg Stadt,Oberfranken,2020-11-04T08:00:00+01:00,223,4
Dachau,Oberbayern,2020-11-04T08:00:00+01:00,1864,38
Deggendorf,Niederbayern,2020-11-04T08:00:00+01:00,823,20
Dillingen an der Donau,Schwaben,2020-11-04T08:00:00+01:00,657,31
Dingolfing-Landau,Niederbayern,2020-11-04T08:00:00+01:00,1241,11
Donau-Ries,Schwaben,2020-11-04T08:00:00+01:00,1044,27
Ebersberg,Oberbayern,2020-11-04T08:00:00+01:00,1353,10
Eichstätt,Oberbayern,2020-11-04T08:00:00+01:00,743,21
Erding,Oberbayern,2020-11-04T08:00:00+01:00,1321,12
