Landkreis,Regierungsbezirk,Timestamp,Confirmed,Deaths
Aichach-Friedberg,Schwaben,2022-04-12T08:00:00+02:00,44051,160
Altötting,Oberbayern,2022-04-12T08:00:00+02:00,40770,324
Amberg Stadt,Oberpfalz,2022-04-12T08:00:00+02:00,12235,55
Amberg-Sulzbach,Oberpfalz,2022-04-12T08:00:00+02:00,30218,212
Ansbach,Mittelfranken,2022-04-12T08:00:00+02:00,60803,258
Ansbach Stadt,Mittelfranken,2022-04-12T08:00:00+02:00,13411,62
Aschaffenburg,Unterfranken,2022-04-12T08:00:00+02:00,49287,280
Aschaffenburg Stadt,Unterfranken,2022-04-12T08:00:00+02:00,21092,157
Augsburg,Schwaben,2022-04-12T08:00:00+02:00,81791,396
Augsburg Stadt,Schwaben,2022-04-12T08:00:00+02:00,97623,637
Bad Kissingen,Unterfranken,2022-04-12T08:00:00+02:00,32651,187
Bad Tölz-Wolfratshausen,Oberbayern,2022-04-12T08:00:00+02:00,42954,176
Bamberg,Oberfranken,2022-04-12T08:00:00+02:00,51051,233
Bamberg Stadt,Oberfranken,2022-04-12T08:00:00+02:00,21276,142
Bayreuth,Oberfranken,2022-04-12T08:00:00+02:00,31210,213
Bayreuth Stadt,Oberfranken,2022-04-12T08:00:00+02:00,22400,159
Berchtesgadener Land,Oberbayern,2022-04-12T08:00:00+02:00,39767,183
Cham,Oberpfalz,2022-04-12T08:00:00+02:00,45005,266
Coburg,Oberfranken,2022-04-12T08:00:00+02:00,27967,203
Coburg Stadt,Oberfranken,2022-04-12T08:00:00+02:00,13299,114
Dachau,Oberbayern,2022-04-12T08:00:00+02:00,53363,232
Deggendorf,Niederbayern,2022-04-12T08:00:00+02:00,43535,275
Dillingen an der Donau,Schwaben,2022-04-12T08:00:00+02:00,33491,201
Dingolfing-Landau,Niederbayern,2022-04-12T08:00:00+02:00,36242,212
Donau-Ries,Schwaben,2022-04-12T08:00:00+02:00,46734,242
Ebersberg,Oberbayern,2022-04-12T08:00:00+02:00,46749,268
Eichstätt,Oberbayern,2022-04-12T08:00:00+02:00,44436,138
Erding,Oberbayern,2022-04-12T08:00:00+02:00,50043,180
Erlangen Stadt,Mittelfranken,2022-04-12T08:00:00+02:00,28131,129
Erlangen-Höchstadt,Mittelfranken,2022-04-12T08:00:00+02:00,41704,177
Forchheim,Oberfranken,2022-04-12T08:00:00+02:00,37531,179
Freising,Oberbayern,2022-04-12T08:00:00+02:00,57651,212
Freyung-Grafenau,Niederbayern,2022-04-12T08:00:00+02:00,30627,215
Fürstenfeldbruck,Oberbayern,2022-04-12T08:00:00+02:00,66420,225
Fürth,Mittelfranken,2022-04-12T08:00:00+02:00,35828,270
Fürth Stadt,Mittelfranken,2022-04-12T08:00:00+02:00,41238,304
Garmisch-Partenkirchen,Oberbayern,2022-04-12T08:00:00+02:00,27419,145
Günzburg,Schwaben,2022-04-12T08:00:00+02:00,43833,193
Haßberge,Unterfranken,2022-04-12T08:00:00+02:00,30257,143
Hof,Oberfranken,2022-04-12T08:00:00+02:00,30061,241
Hof Stadt,Oberfranken,2022-04-12T08:00:00+02:00,15716,161
Ingolstadt Stadt,Oberbayern,2022-04-12T08:00:00+02:00,46215,241
Kaufbeuren Stadt,Schwaben,2022-04-12T08:00:00+02:00,14364,102
Kelheim,Niederbayern,2022-04-12T08:00:00+02:00,42246,157
Kempten Stadt,Schwaben,2022-04-12T08:00:00+02:00,23300,86
Kitzingen,Unterfranken,2022-04-12T08:00:00+02:00,28791,127
Kronach,Oberfranken,2022-04-12T08:00:00+02:00,23230,162
Kulmbach,Oberfranken,2022-04-12T08:00:00+02:00,22319,153
Landsberg am Lech,Oberbayern,2022-04-12T08:00:00+02:00,37385,122
Landshut,Niederbayern,2022-04-12T08:00:00+02:00,55716,288
Landshut Stadt,Niederbayern,2022-04-12T08:00:00+02:00,23470,167
Lichtenfels,Oberfranken,2022-04-12T08:00:00+02:00,23418,160
Lindau (Bodensee),Schwaben,2022-04-12T08:00:00+02:00,26365,99
Main-Spessart,Unterfranken,2022-04-12T08:00:00+02:00,34227,241
Memmingen Stadt,Schwaben,2022-04-12T08:00:00+02:00,14979,37
Miesbach,Oberbayern,2022-04-12T08:00:00+02:00,33117,179
Miltenberg,Unterfranken,2022-04-12T08:00:00+02:00,41394,206
Mühldorf am Inn,Oberbayern,2022-04-12T08:00:00+02:00,46694,298
München,Oberbayern,2022-04-12T08:00:00+02:00,103070,362
München Stadt,Oberbayern,2022-04-12T08:00:00+02:00,469291,1953
Neu-Ulm,Schwaben,2022-04-12T08:00:00+02:00,54837,235
Neuburg-Schrobenhausen,Oberbayern,2022-04-12T08:00:00+02:00,34697,130
Neumarkt in der Oberpfalz,Oberpfalz,2022-04-12T08:00:00+02:00,41316,241
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2022-04-12T08:00:00+02:00,30148,147
Neustadt an der Waldnaab,Oberpfalz,2022-04-12T08:00:00+02:00,33301,222
Nürnberg Stadt,Mittelfranken,2022-04-12T08:00:00+02:00,170037,1211
Nürnberger Land,Mittelfranken,2022-04-12T08:00:00+02:00,49788,274
Oberallgäu,Schwaben,2022-04-12T08:00:00+02:00,50924,165
Ostallgäu,Schwaben,2022-04-12T08:00:00+02:00,49060,244
Passau,Niederbayern,2022-04-12T08:00:00+02:00,71593,554
Passau Stadt,Niederbayern,2022-04-12T08:00:00+02:00,17251,144
Pfaffenhofen an der Ilm,Oberbayern,2022-04-12T08:00:00+02:00,43312,234
Regen,Niederbayern,2022-04-12T08:00:00+02:00,30924,250
Regensburg,Oberpfalz,2022-04-12T08:00:00+02:00,67611,251
Regensburg Stadt,Oberpfalz,2022-04-12T08:00:00+02:00,49670,152
Rhön-Grabfeld,Unterfranken,2022-04-12T08:00:00+02:00,27673,137
Rosenheim,Oberbayern,2022-04-12T08:00:00+02:00,95530,700
Rosenheim Stadt,Oberbayern,2022-04-12T08:00:00+02:00,23307,124
Roth,Mittelfranken,2022-04-12T08:00:00+02:00,40609,225
Rottal-Inn,Niederbayern,2022-04-12T08:00:00+02:00,46292,338
Schwabach Stadt,Mittelfranken,2022-04-12T08:00:00+02:00,12789,131
Schwandorf,Oberpfalz,2022-04-12T08:00:00+02:00,50977,274
Schweinfurt,Unterfranken,2022-04-12T08:00:00+02:00,39745,210
Schweinfurt Stadt,Unterfranken,2022-04-12T08:00:00+02:00,19409,133
Starnberg,Oberbayern,2022-04-12T08:00:00+02:00,38600,163
Straubing Stadt,Niederbayern,2022-04-12T08:00:00+02:00,15471,127
Straubing-Bogen,Niederbayern,2022-04-12T08:00:00+02:00,38827,190
Tirschenreuth,Oberpfalz,2022-04-12T08:00:00+02:00,24711,299
Traunstein,Oberbayern,2022-04-12T08:00:00+02:00,70383,336
Unterallgäu,Schwaben,2022-04-12T08:00:00+02:00,52010,249
Weiden in der Oberpfalz Stadt,Oberpfalz,2022-04-12T08:00:00+02:00,14043,112
Weilheim-Schongau,Oberbayern,2022-04-12T08:00:00+02:00,43442,181
Weißenburg-Gunzenhausen,Mittelfranken,2022-04-12T08:00:00+02:00,30758,160
Wunsiedel im Fichtelgebirge,Oberfranken,2022-04-12T08:00:00+02:00,23377,247
Würzburg,Unterfranken,2022-04-12T08:00:00+02:00,48595,133
Würzburg Stadt,Unterfranken,2022-04-12T08:00:00+02:00,42552,188
