Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2020-08-27T08:00:00+02:00,25673,1028
Niederbayern,2020-08-27T08:00:00+02:00,5986,300
Oberpfalz,2020-08-27T08:00:00+02:00,5762,372
Oberfranken,2020-08-27T08:00:00+02:00,4251,241
Mittelfranken,2020-08-27T08:00:00+02:00,5635,290
Unterfranken,2020-08-27T08:00:00+02:00,3960,190
Schwaben,2020-08-27T08:00:00+02:00,5065,212
