Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2021-06-07T08:00:00+02:00,223246,4367
Niederbayern,2021-06-07T08:00:00+02:00,72663,1817
Oberpfalz,2021-06-07T08:00:00+02:00,56960,1471
Oberfranken,2021-06-07T08:00:00+02:00,56054,1644
Mittelfranken,2021-06-07T08:00:00+02:00,90147,2491
Unterfranken,2021-06-07T08:00:00+02:00,53547,1446
Schwaben,2021-06-07T08:00:00+02:00,89869,1779
