Regierungsbezirk,Timestamp,Confirmed,Deaths
Oberbayern,2022-01-03T08:00:00+01:00,486627,6006
Niederbayern,2022-01-03T08:00:00+01:00,157112,2490
Oberpfalz,2022-01-03T08:00:00+01:00,112309,1837
Oberfranken,2022-01-03T08:00:00+01:00,101021,2015
Mittelfranken,2022-01-03T08:00:00+01:00,172757,2992
Unterfranken,2022-01-03T08:00:00+01:00,105532,1808
Schwaben,2022-01-03T08:00:00+01:00,200884,2566
